module	original_radius38	historical_module	raw_closed	admissible_closed	total_theorems	source_path	source_sha256	olean_sha256	module_log	module_log_sha256	process_id
Effect4.Laws.Api.Supervision	false	Effect4.Laws.Api.Supervision	7	7	40	src/Effect4/Laws/Api/Supervision.lean	27eb38b6bb15786d27754dd08233a2f41ff871535b82154e277069ef9cab8b3b	1302f7437d2b1915bf136ddcf593ed109345269a976f9d6cc3ea03090be4f178	before-fill/module-logs/Effect4.Laws.Api.Supervision.log	75afea8d5c0b77af8b33795ae58ae3159b26afb727219217193abec8f3443439	012-Effect4.Laws.Api.Supervision
Effect4.Laws.Auto.Census	false		0	0	0	src/Effect4/Laws/Auto/Census.lean	7b1b6bdbf3cd061154581ca896ece642ada94076dc7c00732efe9d5cfff0a58b	0afbe1b2993c6bcd52dadb23da924fdec125cdb8fc4638c24a3e624b05eedb96	before-fill/module-logs/Effect4.Laws.Auto.Census.log	65a8663439c3fcbea9353778432368ef6914f92879098b6c2e9ab7b711c20c14	000-ZeroCandidates
Effect4.Laws.Auto.Frames	true	Effect4.Laws.Auto.Frames	0	0	0	src/Effect4/Laws/Auto/Frames.lean	85f195ba415dab7a6eadb47f172c074499aa2d575352a0d39fa5dfb83fc217b0	638b4aa222755038ee3d3fd1b757425263132f679bf49bebf180892d33bcbc92	before-fill/module-logs/Effect4.Laws.Auto.Frames.log	fcf77dfe97870cdb01cc5e8797f1e3d2167c210311b8e71a5d2266f30b8d67f5	000-ZeroCandidates
Effect4.Laws.Auto.Obligations	false		0	0	0	src/Effect4/Laws/Auto/Obligations.lean	891210f54fd2d67a8b9d720c4ae917900353cf2e742a16b4ceb6fe838d74168f	c1e55ac6c315594e62ad86615c40cb5c74081611a5499e80f5badc330e0ce88d	before-fill/module-logs/Effect4.Laws.Auto.Obligations.log	74bc3f40242e0a65a795968d3728fd99938f6701394fb2502a4b7ba4147f22da	000-ZeroCandidates
Effect4.Laws.Auto.RuleSets	true	Effect4.Laws.Auto.RuleSets	0	0	0	src/Effect4/Laws/Auto/RuleSets.lean	71faebe811ffb932fa7bc79248cb70a9022c7736b01257609e50c95643f72495	d82b04ed2eaa2a8d03a93871a647d04ffabcf855c9294a1626649048b0057654	before-fill/module-logs/Effect4.Laws.Auto.RuleSets.log	1e2b531daad7035602f6ac23fc7f1f925d9095ef4ee7f6106daffde273d9e496	000-ZeroCandidates
Effect4.Laws.Machine.Approximation	false	Effect4.Laws.Machine.Approximation	14	14	119	src/Effect4/Laws/Machine/Approximation.lean	6c3b347dc71459b2c656d98f4f3ee6e12a8240a7eade63af09757102ef08535b	051e75dc8c4e1b5315710e4181c58f21cdbe39c1cf409ad4eb44e850014c4980	before-fill/module-logs/Effect4.Laws.Machine.Approximation.log	98aa0babfc13d6e189fada74de773e00ec3a5215edb8c3acc46f408537cd162d	013-Effect4.Laws.Machine.Approximation
Effect4.Laws.Machine.Arena	false		0	0	10	src/Effect4/Laws/Machine/Arena.lean	9b95c9d720fe180fd40ae9d4d88e5afd21ef7a0d72178333530737068dcae815	49cf3659dc003e74c3191fb2449bf17f82a0f0adee27d9a6d80c47e29c984241	before-fill/module-logs/Effect4.Laws.Machine.Arena.log	603c9faec57f4037640e4f2c0aba1ee89c8ce8c4594b080e97339dbc5a31b0b4	125-Effect4.Laws.Machine.Arena
Effect4.Laws.Machine.Behaviour	false		0	0	5	src/Effect4/Laws/Machine/Behaviour.lean	b5d2958eae6cf2a292a617748f8bb69188447d5d243e2dc94395cfb431203a76	23ee42e6ce49d27a809e464e766b57a64fdd842ea0baabec6ae41c905451d066	before-fill/module-logs/Effect4.Laws.Machine.Behaviour.log	dddf8a07114912b373c1026ac80aac7caeb6d50474fdf6434a6ca23d6d00da4f	136-Effect4.Laws.Machine.Behaviour
Effect4.Laws.Machine.Book	false	Effect4.Laws.Machine.Book	14	14	90	src/Effect4/Laws/Machine/Book.lean	0954bfd977c572dc4739b1eab0eaee3e47543635c0dc840c47b70e32852d0137	9eb82d8c0af4f7068949166ab398e9ce8b83696db10378a2168d4ed9314bf417	before-fill/module-logs/Effect4.Laws.Machine.Book.log	15a1a1943df5984a18fc1ec69ff26e5fd0d7d43bc4412dfd8f6f6e0e16b7766a	014-Effect4.Laws.Machine.Book
Effect4.Laws.Machine.Clauses	false	Effect4.Laws.Machine.Clauses	42	42	166	src/Effect4/Laws/Machine/Clauses.lean	8b1c86471be1eda62981165028d990f0fe94e3dc3d058e02eeaf03aedb5f6e7e	003d15826ff1bdd9b59d176f1a8ff945a3e8daaba049f6c1491a9173278906ad	before-fill/module-logs/Effect4.Laws.Machine.Clauses.log	d1dd939c4cc73022de32b3f63dcd42941be1685ff4d2f7e1fd75d5beeed0dfbf	015-Effect4.Laws.Machine.Clauses
Effect4.Laws.Machine.Clock	false	Effect4.Laws.Machine.Clock	0	0	0	src/Effect4/Laws/Machine/Clock.lean	0b7f824aec4ac5fd87325c1e3e666419d91d799c7401d24996a49476328c3c40	89b79bfb52ac278240a72bd83b9cae0f99f08f6ba38a55ec30d6379abf46169a	before-fill/module-logs/Effect4.Laws.Machine.Clock.log	a1c1ccdbb04f56ed53c40d03f87ec12e5c838a17d8a94d5dced41de58203375b	000-ZeroCandidates
Effect4.Laws.Machine.CompletionData	false	Effect4.Laws.Machine.CompletionData	0	0	2	src/Effect4/Laws/Machine/CompletionData.lean	3908254801abd6ba091918c81fe4aa3fa6fb3f423ca6f839ab5f4b8e827f4a3c	697aae7447d285ddbd4ef6183d72ae55396af125a249a42993225a9f2fc63b87	before-fill/module-logs/Effect4.Laws.Machine.CompletionData.log	e1f60624ebbfc39c9ec0ce1f0ceda9220ac5dc2a6e2f239b273d45f2183b30b4	016-Effect4.Laws.Machine.CompletionData
Effect4.Laws.Machine.Folds.Stores	false		0	0	0	src/Effect4/Laws/Machine/Folds/Stores.lean	f92b54729b3f96e660bfea62606ba19947b11b8c3b58c503d075e06d7ffa8d09	a992b1218e82722b8f940c375cf9a5669c3f01b2fb2dba536da06a58ee83b766	before-fill/module-logs/Effect4.Laws.Machine.Folds.Stores.log	8319c0b90244b393d58351f1ce5649ac795757620aed32ee357a301ac0fdfd09	000-ZeroCandidates
Effect4.Laws.Machine.Folds.Val	false		0	0	0	src/Effect4/Laws/Machine/Folds/Val.lean	436630ad18e9b9fded1ed0e41c509d3135c97fd4c35c3a9e613e9a7b1aad05ee	58c4d1d093a1cf70674478701a398a3803def9590c03b0d449f43a7bc3a6dd1f	before-fill/module-logs/Effect4.Laws.Machine.Folds.Val.log	a0a5a61adfb0e9c5c620fbb19b06b18a2f1de3890805a3dec7484cfc706609f3	000-ZeroCandidates
Effect4.Laws.Machine.Handles	true	Effect4.Laws.Machine.Handles	38	38	368	src/Effect4/Laws/Machine/Handles.lean	efa302a4bb64d6dd6a05fcad99543d3a872e8c9f0a2b58e6d7b8ad5c69b4db2a	dc769a756455926582e355303ea9a728c57b613e71ce1a9aa682a0a5021dc277	before-fill/module-logs/Effect4.Laws.Machine.Handles.log	81ac98a37ba42bc474f7b44f73a648b26b440ee8094e28c3c0f85b8c64afec2b	017-Effect4.Laws.Machine.Handles
Effect4.Laws.Machine.Handshake	false		0	0	0	src/Effect4/Laws/Machine/Handshake.lean	1021c3910e1093049be44b365f570d98f667fa6efb68545e7b7e3d4fac20dd92	04f9d00121a84f5de2a53d2c0677e2df972a00d9b13e95c3fc004644de9fd63f	before-fill/module-logs/Effect4.Laws.Machine.Handshake.log	b1e8d871ca96d2f828ca88c9a4209a90a3160f087529799228f02430467a4688	129-Effect4.Laws.Machine.Handshake
Effect4.Laws.Machine.RefKernel	false		0	0	8	src/Effect4/Laws/Machine/RefKernel.lean	b6f4b674664ed889afdc8b04753f9397aa5868033c138912814a9306e00e8a82	a9b40a2c870bde0f439a394dd1c69fcccd9e94f1a2b9641d13048255c6c0c4e9	before-fill/module-logs/Effect4.Laws.Machine.RefKernel.log	84226dd65a3b14588993f5c7bfd4275518915a6acb63a591555ccfcbe6c59451	137-Effect4.Laws.Machine.RefKernel
Effect4.Laws.Machine.Refinement	false	Effect4.Laws.Machine.Refinement	0	0	4	src/Effect4/Laws/Machine/Refinement.lean	bc1adcbc5f0f860f8e193bab56c65d119e03a5129897e3d0eb9248fce9aefece	766bd226d0352a564814364a65acd42e174ce7a2076595b4fa6b7652361b88d5	before-fill/module-logs/Effect4.Laws.Machine.Refinement.log	1e880db4cc72071d7630138ed8ef0622d893629e7c7ac4af997432539ab892e5	000-ZeroCandidates
Effect4.Laws.Machine.Scheduling	false	Effect4.Laws.Machine.Scheduling	0	0	35	src/Effect4/Laws/Machine/Scheduling.lean	f043ff1e7ed9c397bb527d3c8835f709fb14c5132d02cbdaf818ec616625c3af	7f752afecdee8df664104233c60ea6976f9573a4da3ecfbc7e5e449c5454a354	before-fill/module-logs/Effect4.Laws.Machine.Scheduling.log	2d77a0df76c73364cb2af2f7e7a87192402598f75c144dbb6baaf598136af0ca	018-Effect4.Laws.Machine.Scheduling
Effect4.Laws.Machine.StoresLaws	true	Effect4.Laws.Machine.StoresLaws	24	24	83	src/Effect4/Laws/Machine/StoresLaws.lean	58bd6605a81e5092145c126d6633c55aebde88c67f60ef5262e50fe67e285f9d	93a372fe14844472877aa380004aec242dff98bf7e0843831c94f8df6bad30cf	before-fill/module-logs/Effect4.Laws.Machine.StoresLaws.log	2258f8ee158587097517406b7f99281a7477bd90440c40e4cd44e784c9c1d270	019-Effect4.Laws.Machine.StoresLaws
Effect4.Laws.Machine.Witnesses	true	Effect4.Laws.Machine.Witnesses	58	58	69	src/Effect4/Laws/Machine/Witnesses.lean	1535014dceac91ee8e294b40c30451a59f814be6a5d46cceb5f908374fad9769	d363a4e8fec046e7c3ded88f020da150e009da735d4271485cd6fa6dbd39eb6e	before-fill/module-logs/Effect4.Laws.Machine.Witnesses.log	8de245b8e0055259ce04ec8dff910d1ba31d8e5c2acb7e331d9aeef2b7b9e729	020-Effect4.Laws.Machine.Witnesses
Effect4.Laws.Program.Admits	false		1	1	16	src/Effect4/Laws/Program/Admits.lean	8467fa42c7dc86a157571d46522a9e235f00f4fd0d182a7bd5b4759c9cdb0297	db4308bff79c937408016ac27d34069ce5eccde6f80e4e9a895078062fd27ba9	before-fill/module-logs/Effect4.Laws.Program.Admits.log	19ddb281000da81113c5d65b47754670b3dfff164c4c279e098d99945ff200e1	021-Effect4.Laws.Program.Admits
Effect4.Laws.Program.Agreement	false	Effect4.Laws.Program.Agreement	82	82	192	src/Effect4/Laws/Program/Agreement.lean	f58d6483c8294fc9027f6b7f6d635c09ba06fbbc012a69f5628e2f7f67979e40	6ceefef1dbbc6781253a5a432839cc1214c6d19fc2adbb3bb52b464f834c5108	before-fill/module-logs/Effect4.Laws.Program.Agreement.log	4c7b673d6fc2dd4a2656b4383223b0b59424982a0b9cb94954942550a36a0b6f	022-Effect4.Laws.Program.Agreement
Effect4.Laws.Program.Agreement.Machine	true	Effect4.Laws.Program.Agreement.Machine	28	28	109	src/Effect4/Laws/Program/Agreement/Machine.lean	cef17481414462663284641fd0c7401bcb43e4fa8958bfb875d28acd52c68c15	cd45d7ee979248c110ecec44ecaac8d3b43e769562d8dbdfb54c54dfb3fe5998	before-fill/module-logs/Effect4.Laws.Program.Agreement.Machine.log	e7406053bcb017de410f2a14d4989f34e54be9b8602ef9c613872d611656b81e	023-Effect4.Laws.Program.Agreement.Machine
Effect4.Laws.Program.Authoring.Forms	false		0	0	19	src/Effect4/Laws/Program/Authoring/Forms.lean	536f6e5d9608e7bafed563bd890a5cf285ba2fd28e6a2fa0663beec017ba11f3	0d92b299d9de2fdccd737cbb2fb9223f316f8daca4954ccdbd4e3ac3d688759a	before-fill/module-logs/Effect4.Laws.Program.Authoring.Forms.log	667c6d22b76c0877fc4a10a9fe2d9e1c7622888d43b255383998e0688c8b5784	024-Effect4.Laws.Program.Authoring.Forms
Effect4.Laws.Program.DenoteR	false	Effect4.Laws.Program.DenoteR	9	9	59	src/Effect4/Laws/Program/DenoteR.lean	156281a05c5075abdd5fbcd57497bdb7a6a7888a53b5a14fa697bc4a2f46cc0e	e2193afd825d81b50b600e1c265144f17eb9a19e4e6ea83073b5c0feabcaf236	before-fill/module-logs/Effect4.Laws.Program.DenoteR.log	bed0b04d9f054444afb78f25b91d5a22ac7a44b7b366014e420e9c860565cd97	025-Effect4.Laws.Program.DenoteR
Effect4.Laws.Program.EvaluateR	false	Effect4.Laws.Program.EvaluateR	0	0	0	src/Effect4/Laws/Program/EvaluateR.lean	a457a1df0a8576787957ca3e4fc8661708c1314ed365e33e8c36e834c7683777	81fdb6760269da3e9b5ab7ccb291f14c2cc8a2271f649af4f69f8edaffdbb211	before-fill/module-logs/Effect4.Laws.Program.EvaluateR.log	f1bf68320d800630ad8e528bd2a33195af41bc17b77fc03c0db7ebf61f56260a	000-ZeroCandidates
Effect4.Laws.Program.Folds.Checker	false		0	0	0	src/Effect4/Laws/Program/Folds/Checker.lean	4f1f051bc48dda79ad567b4656856c8637d00b63b5718348cd6488ea196a37ee	b0cd0a87f21601435808f3a369a8bd16523665de44e6b25e461100399d13d783	before-fill/module-logs/Effect4.Laws.Program.Folds.Checker.log	ae53472cf35aa8b00e81b78772a6844f8921837eb31936732e25957043275f37	000-ZeroCandidates
Effect4.Laws.Program.Folds.Looped	false		0	0	0	src/Effect4/Laws/Program/Folds/Looped.lean	8c13e8c02abe44590b4ba106c9ff1885ddeab476cdf3d12c6707f7c4d9383e25	01cdc54d86954116faab05011507bbacc511f3620cfd67431720ae15e38ee1e3	before-fill/module-logs/Effect4.Laws.Program.Folds.Looped.log	bb77e16b1278d39d16978045cb44cd02d0246786e038c70ed7e31e1296817cd4	000-ZeroCandidates
Effect4.Laws.Program.Folds.Projections	false		0	0	0	src/Effect4/Laws/Program/Folds/Projections.lean	4073a35d5df43dd42db227d7b8c84fb67b77307f5da7c0507034d5c17b3a6c8a	d5b845cadc148bdcc14e929d57d6a348812da76deb4615018f6952f821a18680	before-fill/module-logs/Effect4.Laws.Program.Folds.Projections.log	69671e8dcab747c47a0225527b41decece9dffcb76b6ec6ddd78904043a2e074	000-ZeroCandidates
Effect4.Laws.Program.Folds.Provision	false		0	0	0	src/Effect4/Laws/Program/Folds/Provision.lean	2896c75c2405f10d0c7b2ac395b0a4c65a867a6ab089b9881df5b8de340ca191	795661a7f7b51ce29c36734a9daa588886690793067236c65c0b560bc8549bec	before-fill/module-logs/Effect4.Laws.Program.Folds.Provision.log	acb3657acaa395321423d374d024ecd8f10a4f2b0b3faf396a26cd5709a0e3d6	000-ZeroCandidates
Effect4.Laws.Program.Folds.Representation	false		0	0	0	src/Effect4/Laws/Program/Folds/Representation.lean	968c139cea8bdf36d0c4c3e9f9b967b00bb484f7ac540d37f6294fcb0b15b0e2	69e0ec152e567911e9e7ce22649d8966a562fe4680c15322412126b053155244	before-fill/module-logs/Effect4.Laws.Program.Folds.Representation.log	d418f00fd926d450e084956122c3164f66c3d850d85000edf5fa8c95b0fcf5fe	000-ZeroCandidates
Effect4.Laws.Program.Folds.Straight	false		0	0	0	src/Effect4/Laws/Program/Folds/Straight.lean	4915c0bc70668e909605ffe0e9cd43abf715f163f472ce2f087147c999a56e0d	a4ca0b3e08c10c6b35b838895371d170772c53113fd1cd065a4c31a28b08cdfe	before-fill/module-logs/Effect4.Laws.Program.Folds.Straight.log	e2632ee04278732a11a90e3948d8b3b8af86e0eadc4fb4296711430765e53527	000-ZeroCandidates
Effect4.Laws.Program.Folds.Term	false		0	0	0	src/Effect4/Laws/Program/Folds/Term.lean	51795e90f9638f17abdb34f0ef1417fc1352e2aaf0c31d7d3df5537552d2d1b2	0739507e773dbee7545050d9aaf8eef799714fea8d4207d12be801b10675c3a9	before-fill/module-logs/Effect4.Laws.Program.Folds.Term.log	019b5e4ae80bef2cf9cd40ed924a9188087d8af53f5d272e72ff80ec1a4b2ae5	000-ZeroCandidates
Effect4.Laws.Program.Folds.Ty	false		0	0	0	src/Effect4/Laws/Program/Folds/Ty.lean	34e2c220d78db4cdd1ef7bdcf887235e4839a658602fb494a4a42cdd717b6743	ad8dde7edba18cd6637d30bb87536a7aaac18e257417b2495ee4f2b7698855ad	before-fill/module-logs/Effect4.Laws.Program.Folds.Ty.log	16adb33ccd559feaa96752636e26f0309f001884998cf7d3162ada01c64dc2c3	000-ZeroCandidates
Effect4.Laws.Program.Guard.AnswerDecision	false	Effect4.Laws.Program.Guard.AnswerDecision	0	0	10	src/Effect4/Laws/Program/Guard/AnswerDecision.lean	31f199c066e76e671b0a24db63bba43e73c0145fa386becbcb6f86cb491bbfa0	9bd5329f15c4488fd9746df16d500f93ea975ac055c76f135948dacdcf3c4bd0	before-fill/module-logs/Effect4.Laws.Program.Guard.AnswerDecision.log	6992b7f6753da8ad2f586d098cc140364fe15877acc0f8417dc74531894b3637	026-Effect4.Laws.Program.Guard.AnswerDecision
Effect4.Laws.Program.Guard.Core	true	Effect4.Laws.Program.Guard.Core	9	9	289	src/Effect4/Laws/Program/Guard/Core.lean	62b68815b9e24e9ac1433a195190c430291a1ad59a23fe9283c9b27d0ff827f3	5ad58d740defd6f6e1972ba12020f5fd627dcd6e8b8176db2384180e79c42de1	before-fill/module-logs/Effect4.Laws.Program.Guard.Core.log	3503f0ea65cf8af1f4a2a6dd8d1177c6e9851051af33585c756c053c578bf5a2	027-Effect4.Laws.Program.Guard.Core
Effect4.Laws.Program.Guard.DeferredCause	false	Effect4.Laws.Program.Guard.DeferredCause	0	0	17	src/Effect4/Laws/Program/Guard/DeferredCause.lean	b097724b584c6466a079fc4abcad4a7075f2af365b57de60c2bb663648fdbce9	4c3a78ea2f17d14ee5aae9fbe26270dcf8f32c3ab05858bb2ff34e3ae4e7df09	before-fill/module-logs/Effect4.Laws.Program.Guard.DeferredCause.log	60993fe43ee09e1f823b14cc9117701344b35f98ded8c0f8aea025c453177be3	028-Effect4.Laws.Program.Guard.DeferredCause
Effect4.Laws.Program.Guard.FrameOwned	true	Effect4.Laws.Program.Guard.FrameOwned	2	2	49	src/Effect4/Laws/Program/Guard/FrameOwned.lean	f2b39b9fabaf87bbbf6f1d6b2c0699ba6c6eb2c20f7ed5f34c58ce2b089cb105	be376ab2e81860a6568255aa93034f19ba19e1e274e7b89ccabad584a66e7e04	before-fill/module-logs/Effect4.Laws.Program.Guard.FrameOwned.log	6fbb7372f1301e0ad2bc5ab2f79868e81541a62fef79ef90bb32ec6e38e17eef	029-Effect4.Laws.Program.Guard.FrameOwned
Effect4.Laws.Program.Guard.Handshake	false		0	0	0	src/Effect4/Laws/Program/Guard/Handshake.lean	3b354b4248da915e6fd0a2bb7a323f0c384821c76eee49017ba2a97e7442264d	b419bc452420b1823e2f8822de65d98346ab8cfcc03c7188c4636bdc5f2d3d8a	before-fill/module-logs/Effect4.Laws.Program.Guard.Handshake.log	4d8c61cecdf34a8b310273bf50bf832cf5b526101c8fbf6e742a442f25852579	130-Effect4.Laws.Program.Guard.Handshake
Effect4.Laws.Program.Guard.Interruption	false	Effect4.Laws.Program.Guard.Interruption	0	0	36	src/Effect4/Laws/Program/Guard/Interruption.lean	c2cdc255d66902807c8d7df6bd65123dbf494d3e611954f014df8b6c272084e9	fd860be4c039d96ee95ffcce8c5de05f1cb5e30bebad20c9ce87010a6604d685	before-fill/module-logs/Effect4.Laws.Program.Guard.Interruption.log	fcd35ada7e112c26b6d53af1f45b24318d6765f1b001266d4fc4eb0f3face2e0	030-Effect4.Laws.Program.Guard.Interruption
Effect4.Laws.Program.Guard.NativeAssembly	false	Effect4.Laws.Program.Guard.NativeAssembly	0	0	20	src/Effect4/Laws/Program/Guard/NativeAssembly.lean	1df5a5040055933b371c05c07ca94258a33edf56fb11cbd8ff4fa53969db840a	9ae119d592501d7c2c663ba4a8e0b3046ad39e9b914c3a2fca0d10bd3c1fe749	before-fill/module-logs/Effect4.Laws.Program.Guard.NativeAssembly.log	6894958afe79e8418a77543a9693694b9f27bd0ab31c9fd09d09a6f57b69f5c8	031-Effect4.Laws.Program.Guard.NativeAssembly
Effect4.Laws.Program.Guard.NativeState	true	Effect4.Laws.Program.Guard.NativeState	0	0	48	src/Effect4/Laws/Program/Guard/NativeState.lean	1231e2e2baeff161b6902bfad4aa0f4b7002245660f80b382d31d233476539b8	c936825fb4fe4676098d9404d9b7696184bc45d6c76896596b42dd4f7c4378c0	before-fill/module-logs/Effect4.Laws.Program.Guard.NativeState.log	7c7136e0b33cfaa5231f4593eae4521d0f9365c4fa47a2890d4813db3a103797	032-Effect4.Laws.Program.Guard.NativeState
Effect4.Laws.Program.Guard.NativeStateExternal	false	Effect4.Laws.Program.Guard.NativeStateExternal	0	0	12	src/Effect4/Laws/Program/Guard/NativeStateExternal.lean	45292f6cdb4639b009cdf032d7eff694e185e192fc237c732e9bd63a91472455	369b4c1a84dbf07c76ea3324cf005425e9ea0cd565020378fe9e74797076a09b	before-fill/module-logs/Effect4.Laws.Program.Guard.NativeStateExternal.log	19812d4c134ea4b91572bf205b4105bd7dea954528548ef8fa77c830ba2e6aee	033-Effect4.Laws.Program.Guard.NativeStateExternal
Effect4.Laws.Program.Guard.NativeStateLinks	false	Effect4.Laws.Program.Guard.NativeStateLinks	0	0	33	src/Effect4/Laws/Program/Guard/NativeStateLinks.lean	801800fb8fd0169c701b3ec12db159625c091c02bba70e25ee58c4a1d6d58614	7e5941e262f3d0a0c39aea3561644e3acaea26828efc2d720360e264459d040f	before-fill/module-logs/Effect4.Laws.Program.Guard.NativeStateLinks.log	f5995241ca4f4e9ccf4dd727ce64663f43d58a2b282ca89fc1888490282ac5c8	034-Effect4.Laws.Program.Guard.NativeStateLinks
Effect4.Laws.Program.Guard.NativeStateMotion	false	Effect4.Laws.Program.Guard.NativeStateMotion	0	0	11	src/Effect4/Laws/Program/Guard/NativeStateMotion.lean	3e6ce81d0d9f68517eddf71fb96eab27b79231aee2794d9849b2882a59ac99bc	08b40132bf131fb02e600e4801bd3b85233e93218cca40ffe398a59b0c680d59	before-fill/module-logs/Effect4.Laws.Program.Guard.NativeStateMotion.log	6b9d83127c2496d7d429d0e99fc423341e31d64b4dcb84ee79a765de319f9405	035-Effect4.Laws.Program.Guard.NativeStateMotion
Effect4.Laws.Program.Guard.Observer	false	Effect4.Laws.Program.Guard.Observer	0	0	43	src/Effect4/Laws/Program/Guard/Observer.lean	03f9fbae3e91950a8eba6c04d41d8658d2f606eaa8ae957b3bdc2c245c0e9ad0	56976bc3c411c7c25b7fc67e882a9088885500247b04be4bf546a505c43ebe1d	before-fill/module-logs/Effect4.Laws.Program.Guard.Observer.log	4b6e45c02da841e3c6d71ed300437bf3bba8bcd139d27611c71ccd3ceae8bf27	036-Effect4.Laws.Program.Guard.Observer
Effect4.Laws.Program.Guard.OuterDriver	false	Effect4.Laws.Program.Guard.OuterDriver	0	0	36	src/Effect4/Laws/Program/Guard/OuterDriver.lean	0c60d4c6170ac61795396a35d9b5701a9d2dd99ee5a7ed35c4ee25e8d030a4ac	73b6c8a7ee21aa380eb6d174f6480643266d4953746f5aef2ad28a0e4937f7af	before-fill/module-logs/Effect4.Laws.Program.Guard.OuterDriver.log	1fb0659ec322219c3a1ebeefe2f3508d5838b749397b1195a7bb8b898fef2512	037-Effect4.Laws.Program.Guard.OuterDriver
Effect4.Laws.Program.Guard.Race	false	Effect4.Laws.Program.Guard.Race	0	0	14	src/Effect4/Laws/Program/Guard/Race.lean	425019231c94c38aa3ecde47183b121ed789427c5edce8b91b3ed367dd4fd745	92ab0c60a27608bea996ebdf1c140f9ac76f3edb81380f5156b06256feb09387	before-fill/module-logs/Effect4.Laws.Program.Guard.Race.log	b269ee48bcab12348e097dc086011d563cff44209557f306d6c407da0c7a3ebb	038-Effect4.Laws.Program.Guard.Race
Effect4.Laws.Program.Guard.RaceSites	true	Effect4.Laws.Program.Guard.RaceSites	0	0	42	src/Effect4/Laws/Program/Guard/RaceSites.lean	29c79709c0f1e95d1eaa793b5cbee3d5628c95efde318cb6605c232b4d84a051	eaa14dc3ae1976ec03bd026439088ac35fa64c792ed13b1b5d1de1c8bb366ee0	before-fill/module-logs/Effect4.Laws.Program.Guard.RaceSites.log	11e21701f67056791aa532a6f12336c28fdd6c24d7500abc88be165e4cabf709	039-Effect4.Laws.Program.Guard.RaceSites
Effect4.Laws.Program.Guard.RegistrationDone	false	Effect4.Laws.Program.Guard.RegistrationDone	0	0	16	src/Effect4/Laws/Program/Guard/RegistrationDone.lean	212bae3148539f6b3a1f67107f2c7c7f06e17cf9ff49bea9582f7bffe6462c05	abae18746119b3dfbd64e3ab94cee970608df1666c09872d87e2260ee4e41de2	before-fill/module-logs/Effect4.Laws.Program.Guard.RegistrationDone.log	88f9e1f4fbd55c8e631a4a3c367858e4e248be23be2e39ba68268127915b785a	040-Effect4.Laws.Program.Guard.RegistrationDone
Effect4.Laws.Program.Guard.RegistrationNested	false	Effect4.Laws.Program.Guard.RegistrationNested	0	0	11	src/Effect4/Laws/Program/Guard/RegistrationNested.lean	12e7285024f1b8ab0d043f8e71b2a4c1800e1233183318fba11229e5a0160f31	86f9a0dd21abe9a3d1edbc8bc505e80bc9defaf52dc0e5dbd4152d392e9b1298	before-fill/module-logs/Effect4.Laws.Program.Guard.RegistrationNested.log	93a674fcea93b031ec3ca61f64474fcc6f6ef9270159d0677d003b6b2470fd57	041-Effect4.Laws.Program.Guard.RegistrationNested
Effect4.Laws.Program.Guard.ReturnCommands	false	Effect4.Laws.Program.Guard.ReturnCommands	0	0	46	src/Effect4/Laws/Program/Guard/ReturnCommands.lean	a4d46e3347ad009c223a5463310488e4a8456dabd7a8e0b2090f008f16b1c614	efb46c661ec5f9c312f5c730ffd58181a9d3fc2fffc3329fec48400e09793c00	before-fill/module-logs/Effect4.Laws.Program.Guard.ReturnCommands.log	c683cf06c1014fb1de27ab99c97f171a6620cdda786eec9ae538b76f68ffeeae	042-Effect4.Laws.Program.Guard.ReturnCommands
Effect4.Laws.Program.Guard.ReturnFields	false	Effect4.Laws.Program.Guard.ReturnFields	0	0	41	src/Effect4/Laws/Program/Guard/ReturnFields.lean	c52c2c4193cd50be7de9f90bf0dbc02d02b6b23ead7dff064daaa95eb2929532	20086e79a1cf26d00fbab5cb79b6667ba9e817fd60613ce0b15764f9c02310ef	before-fill/module-logs/Effect4.Laws.Program.Guard.ReturnFields.log	f65011fb16746efc7947c9e32db26d914c389bedccae4d414debddad98d11e5f	043-Effect4.Laws.Program.Guard.ReturnFields
Effect4.Laws.Program.Guard.ReturnTasks	false	Effect4.Laws.Program.Guard.ReturnTasks	0	0	27	src/Effect4/Laws/Program/Guard/ReturnTasks.lean	eeaf78ca759d76d0d97a0bb5933729bc37d90c2b4307365e17ec3440add66cd4	0d5e55d9cb67abadd56ac1eaca01af7dfd54d419e03f552cca1d3cd8200a1da1	before-fill/module-logs/Effect4.Laws.Program.Guard.ReturnTasks.log	75ea971d780b9be8b5b03bd727f0cfd20f84dcd1e20c468c667a3cbb5666e0e2	044-Effect4.Laws.Program.Guard.ReturnTasks
Effect4.Laws.Program.Guard.Settle	true	Effect4.Laws.Program.Guard.Settle	0	0	13	src/Effect4/Laws/Program/Guard/Settle.lean	d9721c2bf867a9f7e4211025858b67032c2b9c4c777ce0573bfcc5ca4c99e880	85ec09bf8ec8b1522f91a1e4d83a7de650954f34b171b2294dbe0379f45a698a	before-fill/module-logs/Effect4.Laws.Program.Guard.Settle.log	8fd37798d35164918f17909934d5c640e3c6770ae48b1fab41d477c404de108f	045-Effect4.Laws.Program.Guard.Settle
