theorem	axioms
Effect4.ScopeRestoration.resumeClosedScope_unfinished	[propext]
Effect4.Squashed.cases_receipt	[]
Effect4.Squashed.defect.inj	[]
Effect4.Squashed.defect.injEq	[propext]
Effect4.Squashed.defect.sizeOf_spec	[]
Effect4.Squashed.emptyCause.sizeOf_spec	[]
Effect4.Squashed.error.inj	[]
Effect4.Squashed.error.injEq	[propext]
Effect4.Squashed.error.sizeOf_spec	[]
Effect4.Squashed.interruptedWithoutError.sizeOf_spec	[]
Effect4.Supervision.RaceAllState.initial.eq_1	[]
Effect4.instDecidableEqArm._proof_1	[]
Effect4.instDecidableEqArm._proof_2	[]
Effect4.instDecidableEqCause.decEq._proof_1	[]
Effect4.instDecidableEqCause.decEq._proof_2	[]
Effect4.instDecidableEqContAnswer.decEq._proof_1	[]
Effect4.instDecidableEqContAnswer.decEq._proof_10	[]
Effect4.instDecidableEqContAnswer.decEq._proof_11	[]
Effect4.instDecidableEqContAnswer.decEq._proof_12	[]
Effect4.instDecidableEqContAnswer.decEq._proof_13	[]
Effect4.instDecidableEqContAnswer.decEq._proof_14	[]
Effect4.instDecidableEqContAnswer.decEq._proof_15	[]
Effect4.instDecidableEqContAnswer.decEq._proof_16	[]
Effect4.instDecidableEqContAnswer.decEq._proof_17	[]
Effect4.instDecidableEqContAnswer.decEq._proof_18	[]
Effect4.instDecidableEqContAnswer.decEq._proof_19	[]
Effect4.instDecidableEqContAnswer.decEq._proof_2	[]
Effect4.instDecidableEqContAnswer.decEq._proof_3	[]
Effect4.instDecidableEqContAnswer.decEq._proof_4	[]
Effect4.instDecidableEqContAnswer.decEq._proof_5	[]
Effect4.instDecidableEqContAnswer.decEq._proof_6	[]
Effect4.instDecidableEqContAnswer.decEq._proof_7	[]
Effect4.instDecidableEqContAnswer.decEq._proof_8	[]
Effect4.instDecidableEqContAnswer.decEq._proof_9	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_1	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_10	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_11	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_12	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_13	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_14	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_15	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_16	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_17	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_18	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_19	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_2	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_20	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_21	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_22	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_23	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_24	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_25	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_26	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_27	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_28	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_29	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_3	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_30	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_31	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_32	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_33	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_34	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_35	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_36	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_37	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_38	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_39	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_4	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_40	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_41	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_42	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_43	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_44	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_45	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_46	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_47	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_48	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_49	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_5	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_50	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_51	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_52	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_53	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_54	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_55	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_56	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_57	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_6	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_7	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_8	[]
Effect4.instDecidableEqFrameEvent.decEq._proof_9	[]
Effect4.instDecidableEqFrameFiber.decEq._proof_1	[]
Effect4.instDecidableEqFrameFiber.decEq._proof_2	[]
Effect4.instDecidableEqFrameFiber.decEq._proof_3	[]
Effect4.instDecidableEqFrameFiber.decEq._proof_4	[]
Effect4.instDecidableEqFrameFiber.decEq._proof_5	[]
Effect4.instDecidableEqFrameFiber.decEq._proof_6	[]
Effect4.instDecidableEqFramePop.decEq._proof_1	[]
Effect4.instDecidableEqFramePop.decEq._proof_2	[]
Effect4.instDecidableEqFramePop.decEq._proof_3	[]
Effect4.instDecidableEqFramePop.decEq._proof_4	[]
Effect4.instDecidableEqFramePop.decEq._proof_5	[]
Effect4.instDecidableEqFramePop.decEq._proof_6	[]
Effect4.instDecidableEqFrameStep.decEq._proof_1	[]
Effect4.instDecidableEqFrameStep.decEq._proof_2	[]
Effect4.instDecidableEqFrameStep.decEq._proof_3	[]
Effect4.instDecidableEqFrameStep.decEq._proof_4	[]
Effect4.instDecidableEqFrameStep.decEq._proof_5	[]
Effect4.instDecidableEqFrameStep.decEq._proof_6	[]
Effect4.instDecidableEqIterStep.decEq._proof_1	[]
Effect4.instDecidableEqIterStep.decEq._proof_10	[]
Effect4.instDecidableEqIterStep.decEq._proof_11	[]
Effect4.instDecidableEqIterStep.decEq._proof_12	[]
Effect4.instDecidableEqIterStep.decEq._proof_13	[]
Effect4.instDecidableEqIterStep.decEq._proof_2	[]
Effect4.instDecidableEqIterStep.decEq._proof_3	[]
Effect4.instDecidableEqIterStep.decEq._proof_4	[]
Effect4.instDecidableEqIterStep.decEq._proof_5	[]
Effect4.instDecidableEqIterStep.decEq._proof_6	[]
Effect4.instDecidableEqIterStep.decEq._proof_7	[]
Effect4.instDecidableEqIterStep.decEq._proof_8	[]
Effect4.instDecidableEqIterStep.decEq._proof_9	[]
Effect4.instDecidableEqPrim.decEq._proof_1	[]
Effect4.instDecidableEqPrim.decEq._proof_10	[]
Effect4.instDecidableEqPrim.decEq._proof_11	[]
Effect4.instDecidableEqPrim.decEq._proof_12	[]
Effect4.instDecidableEqPrim.decEq._proof_13	[]
Effect4.instDecidableEqPrim.decEq._proof_14	[]
Effect4.instDecidableEqPrim.decEq._proof_15	[]
Effect4.instDecidableEqPrim.decEq._proof_16	[]
Effect4.instDecidableEqPrim.decEq._proof_17	[]
Effect4.instDecidableEqPrim.decEq._proof_18	[]
Effect4.instDecidableEqPrim.decEq._proof_19	[]
Effect4.instDecidableEqPrim.decEq._proof_2	[]
Effect4.instDecidableEqPrim.decEq._proof_20	[]
Effect4.instDecidableEqPrim.decEq._proof_21	[]
Effect4.instDecidableEqPrim.decEq._proof_22	[]
Effect4.instDecidableEqPrim.decEq._proof_23	[]
Effect4.instDecidableEqPrim.decEq._proof_24	[]
Effect4.instDecidableEqPrim.decEq._proof_25	[]
Effect4.instDecidableEqPrim.decEq._proof_26	[]
Effect4.instDecidableEqPrim.decEq._proof_27	[]
Effect4.instDecidableEqPrim.decEq._proof_28	[]
Effect4.instDecidableEqPrim.decEq._proof_29	[]
Effect4.instDecidableEqPrim.decEq._proof_3	[]
Effect4.instDecidableEqPrim.decEq._proof_30	[]
Effect4.instDecidableEqPrim.decEq._proof_31	[]
Effect4.instDecidableEqPrim.decEq._proof_32	[]
Effect4.instDecidableEqPrim.decEq._proof_33	[]
Effect4.instDecidableEqPrim.decEq._proof_34	[]
Effect4.instDecidableEqPrim.decEq._proof_35	[]
Effect4.instDecidableEqPrim.decEq._proof_36	[]
Effect4.instDecidableEqPrim.decEq._proof_37	[]
Effect4.instDecidableEqPrim.decEq._proof_38	[]
Effect4.instDecidableEqPrim.decEq._proof_39	[]
Effect4.instDecidableEqPrim.decEq._proof_4	[]
Effect4.instDecidableEqPrim.decEq._proof_40	[]
Effect4.instDecidableEqPrim.decEq._proof_41	[]
Effect4.instDecidableEqPrim.decEq._proof_42	[]
Effect4.instDecidableEqPrim.decEq._proof_43	[]
Effect4.instDecidableEqPrim.decEq._proof_44	[]
Effect4.instDecidableEqPrim.decEq._proof_45	[]
Effect4.instDecidableEqPrim.decEq._proof_46	[]
Effect4.instDecidableEqPrim.decEq._proof_47	[]
Effect4.instDecidableEqPrim.decEq._proof_48	[]
Effect4.instDecidableEqPrim.decEq._proof_5	[]
Effect4.instDecidableEqPrim.decEq._proof_6	[]
Effect4.instDecidableEqPrim.decEq._proof_7	[]
Effect4.instDecidableEqPrim.decEq._proof_8	[]
Effect4.instDecidableEqPrim.decEq._proof_9	[]
Effect4.instDecidableEqReason.decEq._proof_1	[]
Effect4.instDecidableEqReason.decEq._proof_10	[]
Effect4.instDecidableEqReason.decEq._proof_11	[]
Effect4.instDecidableEqReason.decEq._proof_12	[]
Effect4.instDecidableEqReason.decEq._proof_13	[]
Effect4.instDecidableEqReason.decEq._proof_14	[]
Effect4.instDecidableEqReason.decEq._proof_15	[]
Effect4.instDecidableEqReason.decEq._proof_2	[]
Effect4.instDecidableEqReason.decEq._proof_3	[]
Effect4.instDecidableEqReason.decEq._proof_4	[]
Effect4.instDecidableEqReason.decEq._proof_5	[]
Effect4.instDecidableEqReason.decEq._proof_6	[]
Effect4.instDecidableEqReason.decEq._proof_7	[]
Effect4.instDecidableEqReason.decEq._proof_8	[]
Effect4.instDecidableEqReason.decEq._proof_9	[]
Effect4.instDecidableEqReasonAnnotations.decEq._proof_1	[]
Effect4.instDecidableEqReasonAnnotations.decEq._proof_2	[]
Effect4.instDecidableEqReasonAnnotations.decEq._proof_3	[]
Effect4.instDecidableEqReasonTag._proof_1	[]
Effect4.instDecidableEqReasonTag._proof_2	[]
Effect4.instDecidableEqSquashed.decEq._proof_1	[]
Effect4.instDecidableEqSquashed.decEq._proof_10	[]
Effect4.instDecidableEqSquashed.decEq._proof_11	[]
Effect4.instDecidableEqSquashed.decEq._proof_12	[]
Effect4.instDecidableEqSquashed.decEq._proof_13	[]
Effect4.instDecidableEqSquashed.decEq._proof_14	[]
Effect4.instDecidableEqSquashed.decEq._proof_15	[]
Effect4.instDecidableEqSquashed.decEq._proof_16	[]
Effect4.instDecidableEqSquashed.decEq._proof_17	[]
Effect4.instDecidableEqSquashed.decEq._proof_18	[]
Effect4.instDecidableEqSquashed.decEq._proof_2	[]
Effect4.instDecidableEqSquashed.decEq._proof_3	[]
Effect4.instDecidableEqSquashed.decEq._proof_4	[]
Effect4.instDecidableEqSquashed.decEq._proof_5	[]
Effect4.instDecidableEqSquashed.decEq._proof_6	[]
Effect4.instDecidableEqSquashed.decEq._proof_7	[]
Effect4.instDecidableEqSquashed.decEq._proof_8	[]
Effect4.instDecidableEqSquashed.decEq._proof_9	[]
Test.Counterexamples.InterruptCarrier.finished_uses_carried_exit	[propext]
Test.Counterexamples.InterruptCarrier.masked_catch_returns_sanitized	[propext]
Test.Counterexamples.InterruptCarrier.original_ne_sanitized	[]
Test.Counterexamples.InterruptCarrier.remasked_handler_receives_original	[propext]
Test.Counterexamples.InterruptCarrier.remasked_handler_receives_sanitized	[propext]
Test.Counterexamples.InterruptCarrier.sanitized_current_is_ignored	[propext]
Test.Counterexamples.InterruptDelivery.deferred_satisfies_reviewed_correlation	[propext]
Test.Counterexamples.InterruptDelivery.delivery_does_not_intercept_failure	[propext]
Test.Counterexamples.InterruptDelivery.masked_has_provenance	[propext]
Test.Counterexamples.InterruptDelivery.masked_has_provenance._simp_1_1	[propext]
Test.Counterexamples.InterruptDelivery.masked_satisfies_reviewed_correlation	[propext]
Test.Counterexamples.InterruptDelivery.original_failure_fits_input	[propext, Quot.sound]
Test.Counterexamples.InterruptDelivery.proposed_entry_mask_exception_false	[propext, Quot.sound]
Test.Counterexamples.InterruptDelivery.restore_then_skip	[propext]
Test.Counterexamples.InterruptDelivery.reviewed_catch_run	[propext, Quot.sound]
Test.Counterexamples.InterruptDelivery.reviewed_catch_skip	[propext, Quot.sound]
Test.Counterexamples.InterruptEscape.escaped_exit_does_not_fit	[propext, Quot.sound]
Test.Counterexamples.InterruptEscape.escaped_exit_fits_region	[propext, Quot.sound]
Test.Counterexamples.Runtime.ScopeRestorationBoundary.dropping_outer_cleanup_is_observably_wrong	[propext]
Test.Counterexamples.Runtime.ScopeRestorationBoundary.outer_cleanup_receives_actual_outgoing_exit	[propext]
Test.Counterexamples.Runtime.ScopeRestorationBoundary.outer_cleanup_retains_delivered_interrupt	[propext]
Test.Counterexamples.Runtime.ScopeRestorationBoundary.overwrite_failure_is_observably_wrong	[propext]
Test.Counterexamples.Runtime.ScopeRestorationBoundary.pending_does_not_replace_cleanup_failure	[propext]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.ReplayResult.le.match_1.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.ReplayResult.le.match_1.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.ReplayResult.le.match_1.eq_3	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.RunMachine.modify.match_1.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.RunMachine.modify.match_1.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.Suffices.match_1.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.Suffices.match_1.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.Suffices.match_3.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.Suffices.match_3.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.advanceState.match_1.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.advanceState.match_1.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.countdownPark.match_1.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.countdownPark.match_1.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.countdownWalk.match_1.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.countdownWalk.match_1.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.drainOwed.match_1.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.drainOwed.match_1.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.drainOwed.match_3.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.drainOwed.match_3.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.driveStep.match_1.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.driveStep.match_1.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.driveStep.match_5.eq_1	[propext]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.driveStep.match_5.eq_2	[propext]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.driveStep.match_7.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.driveStep.match_7.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.finalizerOr.match_1.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.finalizerOr.match_1.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.finalizerOr.match_3.eq_1	[propext]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.finalizerOr.match_3.eq_2	[propext]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.finishFrame.match_1.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.finishFrame.match_1.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.interruptAs.match_3.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.interruptAs.match_3.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.match_10.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.match_10.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.match_10.eq_3	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.match_10.eq_4	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.match_10.eq_5	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.match_12.eq_1	[propext]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.match_12.eq_2	[propext]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.match_12.eq_3	[propext]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.match_3.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.match_3.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.match_5.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.match_5.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.match_7.eq_1	[propext]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.match_7.eq_2	[propext]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.match_7.eq_3	[propext]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.match_7.eq_4	[propext]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.match_7.eq_5	[propext]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_1.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_1.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_17.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_17.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_24.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_24.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_10	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_11	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_12	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_13	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_14	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_15	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_16	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_17	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_18	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_19	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_20	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_21	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_22	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_23	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_24	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_3	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_4	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_5	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_6	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_7	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_8	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_26.eq_9	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_7.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.evaluatePrim.withFiber.match_7.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.exitFiber.exitStore.match_1.eq_1	[propext]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.exitFiber.exitStore.match_1.eq_2	[propext]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.finalizerCode.match_1.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.finalizerCode.match_1.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.fireObserver.match_1.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.fireObserver.match_1.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.fireObserver.match_11.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.fireObserver.match_11.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.fireObserver.match_11.eq_3	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.fireObserver.match_11.eq_4	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.fireObserver.match_11.eq_5	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.fireObserver.match_11.eq_6	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.fireObserver.match_3.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.fireObserver.match_3.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.fireObserver.match_5.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.fireObserver.match_5.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.fireObserver.match_7.eq_1	[propext]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.fireObserver.match_7.eq_2	[propext]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.flushAllState.match_1.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.flushAllState.match_1.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.forkFinalizers.match_1.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.forkFinalizers.match_3.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.forkFinalizers.match_3.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.interruptEach_cons.match_1.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.interruptEach_cons.match_1.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.iteration.match_1.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.iteration.match_1.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.launchEntrant.match_1.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.leastUpTo.match_1.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.leastUpTo.match_1.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.leastUpTo.match_3.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.leastUpTo.match_3.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.linkScope.match_1.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.linkScope.match_1.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.linkScope.match_3.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.linkScope.match_3.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.linkScope.match_3.eq_3	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.registerRace.match_1.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.registerRace.match_1.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.replayEval.match_1.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.replayEval.match_1.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.settle.match_1.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.settle.match_1.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.settle.match_1.eq_3	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.settle.match_1.eq_4	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.settle.match_1.eq_5	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.settle.match_1.eq_6	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.spawn.match_1.eq_1	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.spawn.match_1.eq_2	[]
_private.Effect4.Laws.Machine.Approximation.0.Effect4.Machine.spawn.match_1.eq_3	[]
