theorem	axioms
Effect4.Machine.driveStep_interruptTarget_minted._simp_1_105	[propext]
Effect4.Machine.driveStep_interruptTarget_minted._simp_1_106	[propext]
Effect4.Machine.driveStep_interruptTarget_minted._simp_1_107	[propext]
Effect4.Machine.driveStep_launch_minted	[propext, Quot.sound]
Effect4.Machine.driveStep_launch_minted._simp_1_104	[propext]
Effect4.Machine.driveStep_launch_minted._simp_1_105	[propext]
Effect4.Machine.driveStep_launch_minted._simp_1_106	[propext]
Effect4.Machine.driveStep_launch_minted._simp_1_107	[propext]
Effect4.Machine.driveStep_launch_minted._simp_1_108	[propext]
Effect4.Machine.driveStep_launch_minted._simp_1_109	[propext]
Effect4.Machine.driveStep_link_minted	[propext, Quot.sound]
Effect4.Machine.driveStep_link_minted._simp_1_101	[propext]
Effect4.Machine.driveStep_link_minted._simp_1_102	[propext]
Effect4.Machine.driveStep_link_minted._simp_1_103	[propext]
Effect4.Machine.driveStep_link_minted._simp_1_104	[propext]
Effect4.Machine.driveStep_link_minted._simp_1_105	[propext]
Effect4.Machine.driveStep_link_minted._simp_1_106	[propext]
Effect4.Machine.driveStep_loop_minted	[propext, Quot.sound]
Effect4.Machine.driveStep_loop_minted_of_evaluator	[propext, Quot.sound]
Effect4.Machine.driveStep_loop_minted_of_evaluator._simp_1_102	[propext]
Effect4.Machine.driveStep_loop_minted_of_evaluator._simp_1_103	[propext]
Effect4.Machine.driveStep_loop_minted_of_evaluator._simp_1_104	[propext]
Effect4.Machine.driveStep_loop_minted_of_evaluator._simp_1_105	[propext]
Effect4.Machine.driveStep_loop_minted_of_evaluator._simp_1_106	[propext]
Effect4.Machine.driveStep_loop_minted_of_evaluator._simp_1_107	[propext]
Effect4.Machine.driveStep_minted	[propext, Quot.sound]
Effect4.Machine.driveStep_minted_of_evaluator	[propext, Quot.sound]
Effect4.Machine.driveStep_observe_minted	[propext, Quot.sound]
Effect4.Machine.driveStep_observe_minted._simp_1_194	[propext]
Effect4.Machine.driveStep_observe_minted._simp_1_195	[propext]
Effect4.Machine.driveStep_observe_minted._simp_1_196	[propext]
Effect4.Machine.driveStep_observe_minted._simp_1_197	[propext]
Effect4.Machine.driveStep_observe_minted._simp_1_198	[propext]
Effect4.Machine.driveStep_observe_minted._simp_1_199	[propext]
Effect4.Machine.driveStep_raceCancel_minted	[propext, Quot.sound]
Effect4.Machine.driveStep_raceCancel_minted._simp_1_107	[propext]
Effect4.Machine.driveStep_raceCancel_minted._simp_1_108	[propext]
Effect4.Machine.driveStep_raceCancel_minted._simp_1_109	[propext]
Effect4.Machine.driveStep_raceCancel_minted._simp_1_110	[propext]
Effect4.Machine.driveStep_raceCancel_minted._simp_1_111	[propext]
Effect4.Machine.driveStep_raceCancel_minted._simp_1_112	[propext]
Effect4.Machine.driveStep_registrationDone_minted	[propext, Quot.sound]
Effect4.Machine.driveStep_registrationDone_minted._simp_1_104	[propext]
Effect4.Machine.driveStep_registrationDone_minted._simp_1_105	[propext]
Effect4.Machine.driveStep_registrationDone_minted._simp_1_106	[propext]
Effect4.Machine.driveStep_registrationDone_minted._simp_1_107	[propext]
Effect4.Machine.driveStep_registrationDone_minted._simp_1_108	[propext]
Effect4.Machine.driveStep_registrationDone_minted._simp_1_109	[propext]
Effect4.Machine.driveStep_resume_minted	[propext, Quot.sound]
Effect4.Machine.driveStep_resume_minted._simp_1_103	[propext]
Effect4.Machine.driveStep_resume_minted._simp_1_104	[propext]
Effect4.Machine.driveStep_resume_minted._simp_1_105	[propext]
Effect4.Machine.driveStep_resume_minted._simp_1_106	[propext]
Effect4.Machine.driveStep_resume_minted._simp_1_107	[propext]
Effect4.Machine.driveStep_resume_minted._simp_1_108	[propext]
Effect4.Machine.driveStep_trackChild_minted	[propext, Quot.sound]
Effect4.Machine.driveStep_trackChild_minted._simp_1_102	[propext]
Effect4.Machine.driveStep_trackChild_minted._simp_1_103	[propext]
Effect4.Machine.driveStep_trackChild_minted._simp_1_104	[propext]
Effect4.Machine.driveStep_trackChild_minted._simp_1_105	[propext]
Effect4.Machine.driveStep_trackChild_minted._simp_1_106	[propext]
Effect4.Machine.driveStep_trackChild_minted._simp_1_107	[propext]
Effect4.Machine.driveStep_wake_minted	[propext, Quot.sound]
Effect4.Machine.driveStep_wake_minted._simp_1_101	[propext]
Effect4.Machine.driveStep_wake_minted._simp_1_102	[propext]
Effect4.Machine.driveStep_wake_minted._simp_1_103	[propext]
Effect4.Machine.driveStep_wake_minted._simp_1_104	[propext]
Effect4.Machine.driveStep_wake_minted._simp_1_105	[propext]
Effect4.Machine.driveStep_wake_minted._simp_1_106	[propext]
Effect4.Machine.drive_add	[propext, Quot.sound]
Effect4.Machine.drive_eq_driveState	[propext, Quot.sound]
Effect4.Machine.drive_extends	[propext, Quot.sound]
Effect4.Machine.drive_extends_of_step	[propext, Quot.sound]
Effect4.Machine.drive_nil	[propext, Quot.sound]
Effect4.Machine.drive_stable_of_done	[propext, Quot.sound]
Effect4.Machine.drive_stable_of_settled	[propext, Quot.sound]
Effect4.Machine.drive_stable_of_stuck	[propext, Quot.sound]
Effect4.Machine.drive_stuck	[propext, Quot.sound]
Effect4.Machine.drive_succ_cons	[propext, Quot.sound]
Effect4.Machine.drive_trace_extends	[propext, Quot.sound]
Effect4.Machine.drive_trace_mono	[propext, Quot.sound]
Effect4.Machine.drive_trace_mono_of_step	[propext, Quot.sound]
Effect4.Machine.drive_zero	[propext, Quot.sound]
Effect4.Machine.ensure_fst_keys	[propext]
Effect4.Machine.ensure_fst_keys._simp_1_102	[propext]
Effect4.Machine.ensure_fst_keys._simp_1_103	[propext]
Effect4.Machine.ensure_fst_keys._simp_1_104	[propext]
Effect4.Machine.ensure_fst_keys._simp_1_105	[propext]
Effect4.Machine.ensure_fst_keys._simp_1_106	[propext]
Effect4.Machine.ensure_fst_keys._simp_1_107	[propext]
Effect4.Machine.ensure_snd_keys	[propext]
Effect4.Machine.evaluatePrim._sparseCasesOn_12.else_eq	[propext]
Effect4.Machine.evaluatePrim._sparseCasesOn_7.else_eq	[propext]
Effect4.Machine.evaluatePrim.finalizerOr._sparseCasesOn_3.else_eq	[propext]
Effect4.Machine.evaluatePrim.finalizerOr._sparseCasesOn_4.else_eq	[propext]
Effect4.Machine.evaluatePrim.finalizerOr.eq_1	[propext]
Effect4.Machine.evaluatePrim.finalizerOr.eq_2	[propext]
Effect4.Machine.evaluatePrim.withFiber._sparseCasesOn_21.else_eq	[propext]
Effect4.Machine.evaluatePrim_extends	[propext, Quot.sound]
Effect4.Machine.evaluatePrim_minted	[propext, Quot.sound]
Effect4.Machine.evaluatePrim_minted_with_ambient	[propext, Quot.sound]
Effect4.Machine.evaluatePrim_minted_with_ambient._simp_1_207	[propext]
Effect4.Machine.evaluatePrim_minted_with_ambient._simp_1_208	[propext]
Effect4.Machine.evaluatePrim_minted_with_ambient._simp_1_209	[propext]
Effect4.Machine.evaluatePrim_minted_with_ambient._simp_1_210	[propext]
Effect4.Machine.evaluatePrim_minted_with_ambient._simp_1_211	[propext]
Effect4.Machine.evaluatePrim_minted_with_ambient._simp_1_212	[propext]
Effect4.Machine.evaluate_cmds_keys	[propext, Quot.sound]
Effect4.Machine.exitFiber.exitStore._sparseCasesOn_1.else_eq	[propext]
Effect4.Machine.exitFiber_grows	[propext]
Effect4.Machine.exitFiber_minted	[propext, Quot.sound]
Effect4.Machine.exitInterruptChildren_minted	[propext, Quot.sound]
Effect4.Machine.exitInterruptChildren_minted._simp_1_101	[propext]
Effect4.Machine.exitInterruptChildren_minted._simp_1_102	[propext]
Effect4.Machine.exitInterruptChildren_minted._simp_1_103	[propext]
Effect4.Machine.exitInterruptChildren_minted._simp_1_104	[propext]
Effect4.Machine.exitInterruptChildren_minted._simp_1_105	[propext]
Effect4.Machine.exitInterruptChildren_minted._simp_1_106	[propext]
Effect4.Machine.exitKeys.eq_1	[propext]
Effect4.Machine.exitKeys.eq_2	[propext]
Effect4.Machine.exitKeys_delivered	[propext]
Effect4.Machine.exitKeys_restoreAfterFinalizer	[propext]
Effect4.Machine.exitStore_minted	[propext, Quot.sound]
Effect4.Machine.exitStore_minted._simp_1_101	[propext]
Effect4.Machine.exitStore_minted._simp_1_102	[propext]
Effect4.Machine.exitStore_minted._simp_1_103	[propext]
Effect4.Machine.exitStore_minted._simp_1_104	[propext]
Effect4.Machine.exitStore_minted._simp_1_105	[propext]
Effect4.Machine.exitStore_minted._simp_1_106	[propext]
Effect4.Machine.exitsVal.eq_1	[propext]
Effect4.Machine.exitsVal_keys	[propext, Quot.sound]
Effect4.Machine.fiber?_exists	[propext, Quot.sound]
Effect4.Machine.fiber?_id	[propext]
Effect4.Machine.fiber?_id_exists	[propext, Quot.sound]
Effect4.Machine.fiber?_keys_subset	[propext, Quot.sound]
Effect4.Machine.fiber?_mem	[propext]
Effect4.Machine.fibers_arm	[]
Effect4.Machine.fibers_disarm	[]
Effect4.Machine.fibers_updateRace	[]
Effect4.Machine.fibers_update_ids	[propext, Quot.sound]
Effect4.Machine.finProgram.eq_1	[]
Effect4.Machine.finProgram.eq_10	[]
Effect4.Machine.finProgram.eq_11	[]
Effect4.Machine.finProgram.eq_12	[]
Effect4.Machine.finProgram.eq_2	[]
Effect4.Machine.finProgram.eq_3	[]
Effect4.Machine.finProgram.eq_4	[]
Effect4.Machine.finProgram.eq_5	[]
Effect4.Machine.finProgram.eq_6	[]
Effect4.Machine.finProgram.eq_7	[]
Effect4.Machine.finProgram.eq_8	[]
Effect4.Machine.finProgram.eq_9	[]
Effect4.Machine.finProgram_keys	[propext]
Effect4.Machine.finProgram_keys._simp_1_114	[propext]
Effect4.Machine.finProgram_keys._simp_1_115	[propext]
Effect4.Machine.finProgram_keys._simp_1_116	[propext]
Effect4.Machine.finProgram_keys._simp_1_117	[propext]
Effect4.Machine.finProgram_keys._simp_1_118	[propext]
Effect4.Machine.finProgram_keys._simp_1_119	[propext]
Effect4.Machine.finPrograms_keys	[propext]
Effect4.Machine.finPrograms_keys._simp_1_103	[propext]
Effect4.Machine.finPrograms_keys._simp_1_104	[propext]
Effect4.Machine.finPrograms_keys._simp_1_105	[propext]
Effect4.Machine.finPrograms_keys._simp_1_106	[propext]
Effect4.Machine.finPrograms_keys._simp_1_107	[propext]
Effect4.Machine.finPrograms_keys._simp_1_108	[propext]
Effect4.Machine.finalizerCode.eq_1	[]
Effect4.Machine.finalizerCode.eq_2	[]
Effect4.Machine.finalizerOr_extends	[propext]
Effect4.Machine.finalizerOr_minted	[propext, Quot.sound]
Effect4.Machine.finalizerOr_minted_with_ambient	[propext, Quot.sound]
Effect4.Machine.finalizerOr_minted_with_ambient._simp_1_110	[propext]
Effect4.Machine.finalizerOr_minted_with_ambient._simp_1_111	[propext]
Effect4.Machine.finalizerOr_minted_with_ambient._simp_1_112	[propext]
Effect4.Machine.finalizerOr_minted_with_ambient._simp_1_113	[propext]
Effect4.Machine.finalizerOr_minted_with_ambient._simp_1_114	[propext]
Effect4.Machine.finalizerOr_minted_with_ambient._simp_1_115	[propext]
Effect4.Machine.finalizerOr_minted_with_ambient._simp_1_28	[propext, Quot.sound]
Effect4.Machine.finishFrame_extends	[propext]
Effect4.Machine.finishFrame_minted	[propext, Quot.sound]
Effect4.Machine.finishFrame_minted._simp_1_106	[propext]
Effect4.Machine.finishFrame_minted._simp_1_107	[propext]
Effect4.Machine.finishFrame_minted._simp_1_108	[propext]
Effect4.Machine.finishFrame_minted._simp_1_109	[propext]
Effect4.Machine.finishFrame_minted._simp_1_110	[propext]
Effect4.Machine.finishFrame_minted._simp_1_111	[propext]
Effect4.Machine.finishFrame_minted._simp_1_112	[propext, Quot.sound]
Effect4.Machine.fireObserver_callback_minted	[propext, Quot.sound]
Effect4.Machine.fireObserver_callback_minted._simp_1_102	[propext]
Effect4.Machine.fireObserver_callback_minted._simp_1_103	[propext]
Effect4.Machine.fireObserver_callback_minted._simp_1_104	[propext]
Effect4.Machine.fireObserver_callback_minted._simp_1_105	[propext]
Effect4.Machine.fireObserver_callback_minted._simp_1_106	[propext]
Effect4.Machine.fireObserver_callback_minted._simp_1_107	[propext]
Effect4.Machine.fireObserver_countdown_minted	[propext, Quot.sound]
Effect4.Machine.fireObserver_countdown_minted._simp_1_105	[propext]
Effect4.Machine.fireObserver_countdown_minted._simp_1_106	[propext]
Effect4.Machine.fireObserver_countdown_minted._simp_1_107	[propext]
Effect4.Machine.fireObserver_countdown_minted._simp_1_108	[propext]
Effect4.Machine.fireObserver_countdown_minted._simp_1_109	[propext]
Effect4.Machine.fireObserver_countdown_minted._simp_1_110	[propext]
Effect4.Machine.fireObserver_dropScopeFinalizer_minted	[propext, Quot.sound]
Effect4.Machine.fireObserver_dropScopeFinalizer_minted._simp_1_103	[propext]
Effect4.Machine.fireObserver_dropScopeFinalizer_minted._simp_1_104	[propext]
Effect4.Machine.fireObserver_dropScopeFinalizer_minted._simp_1_105	[propext]
Effect4.Machine.fireObserver_dropScopeFinalizer_minted._simp_1_106	[propext]
Effect4.Machine.fireObserver_dropScopeFinalizer_minted._simp_1_107	[propext]
Effect4.Machine.fireObserver_dropScopeFinalizer_minted._simp_1_108	[propext]
Effect4.Machine.fireObserver_fold_grows	[propext, Quot.sound]
Effect4.Machine.fireObserver_fold_minted	[propext, Quot.sound]
Effect4.Machine.fireObserver_fold_minted._simp_1_101	[propext]
Effect4.Machine.fireObserver_fold_minted._simp_1_102	[propext]
Effect4.Machine.fireObserver_fold_minted._simp_1_103	[propext]
Effect4.Machine.fireObserver_fold_minted._simp_1_104	[propext]
Effect4.Machine.fireObserver_fold_minted._simp_1_105	[propext]
Effect4.Machine.fireObserver_fold_minted._simp_1_106	[propext]
Effect4.Machine.fireObserver_grows	[propext, Quot.sound]
Effect4.Machine.fireObserver_minted	[propext, Quot.sound]
Effect4.Machine.fireObserver_raceCallback_minted	[propext, Quot.sound]
Effect4.Machine.fireObserver_raceCallback_minted._simp_1_104	[propext]
Effect4.Machine.fireObserver_raceCallback_minted._simp_1_105	[propext]
Effect4.Machine.fireObserver_raceCallback_minted._simp_1_106	[propext]
Effect4.Machine.fireObserver_raceCallback_minted._simp_1_107	[propext]
Effect4.Machine.fireObserver_raceCallback_minted._simp_1_108	[propext]
Effect4.Machine.fireObserver_raceCallback_minted._simp_1_109	[propext]
Effect4.Machine.fireObserver_resumeAwait_minted	[propext, Quot.sound]
Effect4.Machine.fireObserver_resumeAwait_minted._simp_1_102	[propext]
Effect4.Machine.fireObserver_resumeAwait_minted._simp_1_103	[propext]
Effect4.Machine.fireObserver_resumeAwait_minted._simp_1_104	[propext]
Effect4.Machine.fireObserver_resumeAwait_minted._simp_1_105	[propext]
Effect4.Machine.fireObserver_resumeAwait_minted._simp_1_106	[propext]
Effect4.Machine.fireObserver_resumeAwait_minted._simp_1_107	[propext]
Effect4.Machine.fireObserver_untrackChild_minted	[propext, Quot.sound]
Effect4.Machine.fireObserver_untrackChild_minted._simp_1_102	[propext]
Effect4.Machine.fireObserver_untrackChild_minted._simp_1_103	[propext]
Effect4.Machine.fireObserver_untrackChild_minted._simp_1_104	[propext]
Effect4.Machine.fireObserver_untrackChild_minted._simp_1_105	[propext]
Effect4.Machine.fireObserver_untrackChild_minted._simp_1_106	[propext]
Effect4.Machine.fireObserver_untrackChild_minted._simp_1_107	[propext]
Effect4.Machine.fireState.eq_1	[propext, Quot.sound]
Effect4.Machine.fireState_minted	[propext, Quot.sound]
Effect4.Machine.fireState_minted_of_evaluator	[propext, Quot.sound]
Effect4.Machine.fireState_minted_of_evaluator._simp_1_104	[propext]
Effect4.Machine.fireState_minted_of_evaluator._simp_1_105	[propext]
Effect4.Machine.fireState_minted_of_evaluator._simp_1_106	[propext]
Effect4.Machine.fireState_minted_of_evaluator._simp_1_107	[propext]
Effect4.Machine.fireState_minted_of_evaluator._simp_1_108	[propext]
Effect4.Machine.fireState_minted_of_evaluator._simp_1_109	[propext]
Effect4.Machine.fireState_stable	[propext, Quot.sound]
Effect4.Machine.fireStep.eq_1	[propext, Quot.sound]
Effect4.Machine.fireStep_extends	[propext, Quot.sound]
Effect4.Machine.fireStep_minted	[propext, Quot.sound]
Effect4.Machine.fireStep_minted_of_evaluator	[propext, Quot.sound]
Effect4.Machine.fireStep_minted_of_evaluator._simp_1_102	[propext]
Effect4.Machine.fireStep_minted_of_evaluator._simp_1_103	[propext]
Effect4.Machine.fireStep_minted_of_evaluator._simp_1_104	[propext]
Effect4.Machine.fireStep_minted_of_evaluator._simp_1_105	[propext]
Effect4.Machine.fireStep_minted_of_evaluator._simp_1_106	[propext]
Effect4.Machine.fireStep_minted_of_evaluator._simp_1_107	[propext]
Effect4.Machine.fireTasks_extends	[propext, Quot.sound]
Effect4.Machine.fireTasks_false	[propext, Quot.sound]
Effect4.Machine.fireTasks_minted	[propext, Quot.sound]
Effect4.Machine.fireTasks_minted_of_evaluator	[propext, Quot.sound]
Effect4.Machine.fireTasks_minted_of_evaluator._simp_1_103	[propext]
Effect4.Machine.fireTasks_minted_of_evaluator._simp_1_104	[propext]
Effect4.Machine.fireTasks_minted_of_evaluator._simp_1_105	[propext]
Effect4.Machine.fireTasks_minted_of_evaluator._simp_1_106	[propext]
Effect4.Machine.fireTasks_minted_of_evaluator._simp_1_107	[propext]
Effect4.Machine.fireTasks_minted_of_evaluator._simp_1_108	[propext]
Effect4.Machine.fireTasks_stable	[propext, Quot.sound]
Effect4.Machine.fireTasks_stopped	[propext, Quot.sound]
Effect4.Machine.fireTasks_trace_mono	[propext, Quot.sound]
Effect4.Machine.fire_eq_fireState	[propext, Quot.sound]
Effect4.Machine.fire_extends	[propext, Quot.sound]
Effect4.Machine.fire_stable	[propext, Quot.sound]
Effect4.Machine.fire_trace_extends	[propext, Quot.sound]
Effect4.Machine.fire_trace_mono	[propext, Quot.sound]
Effect4.Machine.flatMap_filter_subset	[propext, Quot.sound]
Effect4.Machine.flatMap_resumes_const	[propext, Quot.sound]
Effect4.Machine.flatten_tasks_keys	[propext]
Effect4.Machine.flushAllState_minted	[propext, Quot.sound]
Effect4.Machine.flushAllState_minted_of_evaluator	[propext, Quot.sound]
Effect4.Machine.flushAllState_stable	[propext, Quot.sound]
Effect4.Machine.flushAll_eq_flushAllState	[propext, Quot.sound]
Effect4.Machine.flushAll_extends	[propext, Quot.sound]
Effect4.Machine.flushAll_stable	[propext, Quot.sound]
Effect4.Machine.flushAll_trace_extends	[propext, Quot.sound]
Effect4.Machine.flushAll_trace_mono	[propext, Quot.sound]
Effect4.Machine.flushRootState_minted	[propext, Quot.sound]
Effect4.Machine.flushRootState_minted_of_evaluator	[propext, Quot.sound]
Effect4.Machine.flushRootState_stable	[propext, Quot.sound]
Effect4.Machine.flushRoot_eq_flushRootState	[propext, Quot.sound]
Effect4.Machine.flushRoot_extends	[propext, Quot.sound]
Effect4.Machine.flushRoot_stable	[propext, Quot.sound]
Effect4.Machine.flushRoot_trace_extends	[propext, Quot.sound]
Effect4.Machine.forkFinalizers.eq_1	[]
Effect4.Machine.forkFinalizers.eq_2	[]
Effect4.Machine.forkFinalizers.eq_def	[]
Effect4.Machine.forkFinalizers_grows	[propext]
Effect4.Machine.forkFinalizers_minted	[propext]
Effect4.Machine.forkFinalizers_minted._simp_1_106	[propext]
Effect4.Machine.forkFinalizers_minted._simp_1_107	[propext]
Effect4.Machine.forkFinalizers_minted._simp_1_108	[propext]
Effect4.Machine.forkFinalizers_minted._simp_1_109	[propext]
Effect4.Machine.forkFinalizers_minted._simp_1_110	[propext]
Effect4.Machine.forkFinalizers_minted._simp_1_111	[propext]
Effect4.Machine.fork_arm_minted	[propext, Quot.sound]
Effect4.Machine.fork_arm_minted._simp_1_101	[propext]
Effect4.Machine.fork_arm_minted._simp_1_102	[propext]
Effect4.Machine.fork_arm_minted._simp_1_103	[propext]
Effect4.Machine.fork_arm_minted._simp_1_104	[propext]
Effect4.Machine.fork_arm_minted._simp_1_105	[propext]
Effect4.Machine.fork_arm_minted._simp_1_106	[propext]
Effect4.Machine.frameEvaluator_minted	[propext, Quot.sound]
Effect4.Machine.frameExitState._sparseCasesOn_1.else_eq	[propext]
Effect4.Machine.frameExitState.eq_1	[propext]
Effect4.Machine.frameExitState_keys	[propext, Quot.sound]
Effect4.Machine.frameKeys.eq_1	[propext]
Effect4.Machine.getCont_answer_frame_keys	[propext, Quot.sound]
Effect4.Machine.getCont_answer_frame_keys._simp_1_7	[propext, Quot.sound]
Effect4.Machine.getCont_keys	[propext, Quot.sound]
Effect4.Machine.getCont_keys._simp_1_107	[propext]
Effect4.Machine.getCont_keys._simp_1_108	[propext]
Effect4.Machine.getCont_keys._simp_1_109	[propext]
Effect4.Machine.getCont_keys._simp_1_110	[propext]
Effect4.Machine.getCont_keys._simp_1_111	[propext]
Effect4.Machine.getCont_keys._simp_1_112	[propext]
Effect4.Machine.getCont_keys_carried	[propext, Quot.sound]
Effect4.Machine.injectYield_extends	[propext]
Effect4.Machine.injectYield_minted	[propext]
Effect4.Machine.injectYield_minted._simp_1_102	[propext]
Effect4.Machine.injectYield_minted._simp_1_103	[propext]
Effect4.Machine.injectYield_minted._simp_1_104	[propext]
Effect4.Machine.injectYield_minted._simp_1_105	[propext]
Effect4.Machine.injectYield_minted._simp_1_106	[propext]
Effect4.Machine.injectYield_minted._simp_1_107	[propext]
Effect4.Machine.instDecidableEqBucket.decEq._proof_1	[]
Effect4.Machine.instDecidableEqBucket.decEq._proof_2	[]
Effect4.Machine.instDecidableEqBucket.decEq._proof_3	[]
Effect4.Machine.instDecidableEqDispatcher.decEq._proof_1	[]
Effect4.Machine.instDecidableEqDispatcher.decEq._proof_2	[]
Effect4.Machine.instDecidableEqDispatcher.decEq._proof_3	[]
Effect4.Machine.instDecidableEqExcept_effect4.decEq._proof_1	[]
Effect4.Machine.instDecidableEqExcept_effect4.decEq._proof_2	[]
Effect4.Machine.instDecidableEqExcept_effect4.decEq._proof_3	[]
Effect4.Machine.instDecidableEqExcept_effect4.decEq._proof_4	[]
Effect4.Machine.instDecidableEqExcept_effect4.decEq._proof_5	[]
Effect4.Machine.instDecidableEqExcept_effect4.decEq._proof_6	[]
Effect4.Machine.instDecidableEqExhaustion._proof_1	[]
Effect4.Machine.instDecidableEqExhaustion._proof_2	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_1	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_10	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_11	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_12	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_13	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_14	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_15	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_16	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_17	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_18	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_19	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_2	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_20	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_21	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_22	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_23	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_24	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_25	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_26	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_27	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_28	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_29	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_3	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_30	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_31	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_32	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_33	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_34	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_35	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_36	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_37	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_38	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_39	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_4	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_40	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_41	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_42	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_5	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_6	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_7	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_8	[]
Effect4.Machine.instDecidableEqHandle.decEq._proof_9	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_1	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_10	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_11	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_12	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_13	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_14	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_15	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_16	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_17	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_18	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_19	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_2	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_20	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_21	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_22	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_23	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_24	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_25	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_26	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_27	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_28	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_29	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_3	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_30	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_31	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_32	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_33	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_34	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_35	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_36	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_37	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_38	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_39	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_4	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_40	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_41	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_42	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_43	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_44	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_45	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_46	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_5	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_6	[]
Effect4.Machine.instDecidableEqObserver.decEq._proof_7	[]
