file	name	sigIndex	kind	stability	category	since	dataLast	A	E	R	gradeA	gradeE	gradeR	rowGrade	rShape	rClass	eClass	scopeInR	keys	configReads	keyId	keyKind	hasDefault	fiberCached	defaultText	line	typeSource
Array.ts	Array	0	other	stable	constructors	4.0.0	false	any[]						other				false								50	checker
Array.ts	Array	1	other	stable	constructors	4.0.0	false	T[]						other				false								50	checker
Array.ts	Array	2	other	stable	constructors	4.0.0	false	T[]						other				false								50	checker
Array.ts	Do	0	value	stable	constructors	3.2.0	false	ReadonlyArray<{}>						value				false								9793	syntactic
Array.ts	allocate	0	other	stable	constructors	2.0.0	false	(A | undefined)[]						other				false								176	checker
Array.ts	append	0	other	stable	combining	2.0.0	true	NonEmptyArray<A | B>						other				false								1086	syntactic
Array.ts	append	1	other	stable	combining	2.0.0	false	NonEmptyArray<A | B>						other				false								1086	syntactic
Array.ts	appendAll	0	other	stable	combining	2.0.0	true	ReadonlyArray.OrNonEmpty<S, T, ReadonlyArray.Infer<S> | ReadonlyArray.Infer<T>>						other				false								1161	syntactic
Array.ts	appendAll	1	other	stable	combining	2.0.0	false	NonEmptyArray<A | B>						other				false								1161	syntactic
Array.ts	appendAll	2	other	stable	combining	2.0.0	false	NonEmptyArray<A | B>						other				false								1161	syntactic
Array.ts	appendAll	3	other	stable	combining	2.0.0	false	Array<A | B>						other				false								1161	syntactic
Array.ts	bind	0	other	stable	sequencing	3.2.0	true	Array<{ [K in N | keyof A]: K extends keyof A ? A[K] : B }>						other				false								9828	syntactic
Array.ts	bind	1	other	stable	sequencing	3.2.0	false	Array<{ [K in N | keyof A]: K extends keyof A ? A[K] : B }>						other				false								9828	syntactic
Array.ts	bindTo	0	other	stable	mapping	3.2.0	true	Array<{ [K in N]: A }>						other				false								9932	syntactic
Array.ts	bindTo	1	other	stable	mapping	3.2.0	false	Array<{ [K in N]: A }>						other				false								9932	syntactic
Array.ts	cartesian	0	other	stable	combining	2.0.0	true	Array<[A, B]>						other				false								9696	syntactic
Array.ts	cartesian	1	other	stable	combining	2.0.0	false	Array<[A, B]>						other				false								9696	syntactic
Array.ts	cartesianWith	0	other	stable	combining	2.0.0	true	Array<C>						other				false								9608	syntactic
Array.ts	cartesianWith	1	other	stable	combining	2.0.0	false	Array<C>						other				false								9608	syntactic
Array.ts	chop	0	other	stable	splitting	2.0.0	true	ReadonlyArray.With<S, ReadonlyArray.Infer<S>>						other				false								5574	syntactic
Array.ts	chop	1	other	stable	splitting	2.0.0	false	NonEmptyArray<B>						other				false								5574	syntactic
Array.ts	chop	2	other	stable	splitting	2.0.0	false	Array<B>						other				false								5574	syntactic
Array.ts	chunksOf	0	other	stable	splitting	2.0.0	true	ReadonlyArray.With<S, NonEmptyArray<ReadonlyArray.Infer<S>>>						other				false								6232	syntactic
Array.ts	chunksOf	1	other	stable	splitting	2.0.0	false	NonEmptyArray<NonEmptyArray<A>>						other				false								6232	syntactic
Array.ts	chunksOf	2	other	stable	splitting	2.0.0	false	Array<NonEmptyArray<A>>						other				false								6232	syntactic
Array.ts	contains	0	other	stable	predicates	2.0.0	true	boolean						other				false								5497	syntactic
Array.ts	contains	1	other	stable	predicates	2.0.0	false	boolean						other				false								5497	syntactic
Array.ts	containsWith	0	other	stable	predicates	2.0.0	false	{ (a: A): (self: Iterable<A>) => boolean; (self: Iterable<A>, a: A): boolean; }						other				false								5462	checker
Array.ts	copy	0	other	stable	transforming	2.0.0	false	NonEmptyArray<A>						other				false								6046	syntactic
Array.ts	copy	1	other	stable	transforming	2.0.0	false	Array<A>						other				false								6046	syntactic
Array.ts	countBy	0	other	stable	folding	3.16.0	true	number						other				false								10091	syntactic
Array.ts	countBy	1	other	stable	folding	3.16.0	false	number						other				false								10091	syntactic
Array.ts	dedupe	0	other	stable	deduplication	2.0.0	false	S extends readonly [infer A, ...(infer A)[]] ? [A, ...A[]] : S extends Iterable<infer A> ? A[] : never						other				false								9281	checker
Array.ts	dedupeAdjacent	0	other	stable	deduplication	2.0.0	false	Array<A>						other				false								9416	syntactic
Array.ts	dedupeAdjacentWith	0	other	stable	deduplication	2.0.0	true	Array<A>						other				false								9325	syntactic
Array.ts	dedupeAdjacentWith	1	other	stable	deduplication	2.0.0	false	Array<A>						other				false								9325	syntactic
Array.ts	dedupeWith	0	other	stable	deduplication	2.0.0	true	ReadonlyArray.With<S, ReadonlyArray.Infer<S>>						other				false								9162	syntactic
Array.ts	dedupeWith	1	other	stable	deduplication	2.0.0	false	NonEmptyArray<A>						other				false								9162	syntactic
Array.ts	dedupeWith	2	other	stable	deduplication	2.0.0	false	Array<A>						other				false								9162	syntactic
Array.ts	difference	0	other	stable	set operations	2.0.0	true	Array<A>						other				false								7208	syntactic
Array.ts	difference	1	other	stable	set operations	2.0.0	false	Array<A>						other				false								7208	syntactic
Array.ts	differenceWith	0	other	stable	set operations	2.0.0	false	{ (that: Iterable<A>): (self: Iterable<A>) => A[]; (self: Iterable<A>, that: Iterable<A>): A[]; }						other				false								7170	checker
Array.ts	drop	0	other	stable	getters	2.0.0	true	Array<A>						other				false								2739	syntactic
Array.ts	drop	1	other	stable	getters	2.0.0	false	Array<A>						other				false								2739	syntactic
Array.ts	dropRight	0	other	stable	getters	2.0.0	true	Array<A>						other				false								2828	syntactic
Array.ts	dropRight	1	other	stable	getters	2.0.0	false	Array<A>						other				false								2828	syntactic
Array.ts	dropWhile	0	other	stable	getters	2.0.0	true	Array<A>						other				false								2911	syntactic
Array.ts	dropWhile	1	other	stable	getters	2.0.0	false	Array<A>						other				false								2911	syntactic
Array.ts	dropWhileFilter	0	other	stable	getters	4.0.0	true	Array<A>						other				false								2995	syntactic
Array.ts	dropWhileFilter	1	other	stable	getters	4.0.0	false	Array<A>						other				false								2995	syntactic
Array.ts	empty	0	other	stable	constructors	2.0.0	false	Array<A>						other				false								7293	syntactic
Array.ts	ensure	0	other	stable	constructors	3.3.0	false	A[]						other				false								441	checker
Array.ts	every	0	other	stable	guards	2.0.0	true	self is ReadonlyArray<B>						other				false								8609	syntactic
Array.ts	every	1	other	stable	guards	2.0.0	true	boolean						other				false								8609	syntactic
Array.ts	every	2	other	stable	guards	2.0.0	false	self is ReadonlyArray<B>						other				false								8609	syntactic
Array.ts	every	3	other	stable	guards	2.0.0	false	boolean						other				false								8609	syntactic
Array.ts	extend	0	other	stable	mapping	2.0.0	true	Array<B>						other				false								8804	syntactic
Array.ts	extend	1	other	stable	mapping	2.0.0	false	Array<B>						other				false								8804	syntactic
Array.ts	filter	0	other	stable	filtering	2.0.0	true	Array<B>						other				false								7896	syntactic
Array.ts	filter	1	other	stable	filtering	2.0.0	true	Array<A>						other				false								7896	syntactic
Array.ts	filter	2	other	stable	filtering	2.0.0	false	Array<B>						other				false								7896	syntactic
Array.ts	filter	3	other	stable	filtering	2.0.0	false	Array<A>						other				false								7896	syntactic
Array.ts	filterMap	0	other	stable	filtering	2.0.0	true	Array<B>						other				false								7802	syntactic
Array.ts	filterMap	1	other	stable	filtering	2.0.0	false	Array<B>						other				false								7802	syntactic
Array.ts	findFirst	0	other	stable	searching	2.0.0	true	Option.Option<B>						other				false								3243	syntactic
Array.ts	findFirst	1	other	stable	searching	2.0.0	true	Option.Option<B>						other				false								3243	syntactic
Array.ts	findFirst	2	other	stable	searching	2.0.0	true	Option.Option<A>						other				false								3243	syntactic
Array.ts	findFirst	3	other	stable	searching	2.0.0	false	Option.Option<B>						other				false								3243	syntactic
Array.ts	findFirst	4	other	stable	searching	2.0.0	false	Option.Option<B>						other				false								3243	syntactic
Array.ts	findFirst	5	other	stable	searching	2.0.0	false	Option.Option<A>						other				false								3243	syntactic
Array.ts	findFirstIndex	0	other	stable	searching	2.0.0	true	Option.Option<number>						other				false								3074	syntactic
Array.ts	findFirstIndex	1	other	stable	searching	2.0.0	false	Option.Option<number>						other				false								3074	syntactic
Array.ts	findFirstWithIndex	0	other	stable	searching	3.17.0	true	Option.Option<[B, number]>						other				false								3460	syntactic
Array.ts	findFirstWithIndex	1	other	stable	searching	3.17.0	true	Option.Option<[B, number]>						other				false								3460	syntactic
Array.ts	findFirstWithIndex	2	other	stable	searching	3.17.0	true	Option.Option<[A, number]>						other				false								3460	syntactic
Array.ts	findFirstWithIndex	3	other	stable	searching	3.17.0	false	Option.Option<[B, number]>						other				false								3460	syntactic
Array.ts	findFirstWithIndex	4	other	stable	searching	3.17.0	false	Option.Option<[B, number]>						other				false								3460	syntactic
Array.ts	findFirstWithIndex	5	other	stable	searching	3.17.0	false	Option.Option<[A, number]>						other				false								3460	syntactic
Array.ts	findLast	0	other	stable	searching	2.0.0	true	Option.Option<B>						other				false								3686	syntactic
Array.ts	findLast	1	other	stable	searching	2.0.0	true	Option.Option<B>						other				false								3686	syntactic
Array.ts	findLast	2	other	stable	searching	2.0.0	true	Option.Option<A>						other				false								3686	syntactic
Array.ts	findLast	3	other	stable	searching	2.0.0	false	Option.Option<B>						other				false								3686	syntactic
Array.ts	findLast	4	other	stable	searching	2.0.0	false	Option.Option<B>						other				false								3686	syntactic
Array.ts	findLast	5	other	stable	searching	2.0.0	false	Option.Option<A>						other				false								3686	syntactic
Array.ts	findLastIndex	0	other	stable	searching	2.0.0	true	Option.Option<number>						other				false								3156	syntactic
Array.ts	findLastIndex	1	other	stable	searching	2.0.0	false	Option.Option<number>						other				false								3156	syntactic
Array.ts	flatMap	0	other	stable	sequencing	2.0.0	true	ReadonlyArray.AndNonEmpty<S, T, ReadonlyArray.Infer<T>>						other				false								7540	syntactic
Array.ts	flatMap	1	other	stable	sequencing	2.0.0	false	NonEmptyArray<B>						other				false								7540	syntactic
Array.ts	flatMap	2	other	stable	sequencing	2.0.0	false	Array<B>						other				false								7540	syntactic
Array.ts	flatMapNullishOr	0	other	stable	sequencing	4.0.0	true	Array<NonNullable<B>>						other				false								8493	syntactic
Array.ts	flatMapNullishOr	1	other	stable	sequencing	4.0.0	false	Array<NonNullable<B>>						other				false								8493	syntactic
Array.ts	flatten	0	other	stable	sequencing	2.0.0	false	ReadonlyArray.Flatten<S>						other				false								7666	syntactic
Array.ts	forEach	0	other	stable	traversing	2.0.0	true	void						other				false								9086	syntactic
Array.ts	forEach	1	other	stable	traversing	2.0.0	false	void						other				false								9086	syntactic
Array.ts	fromIterable	0	other	stable	constructors	2.0.0	false	A[]						other				false								409	checker
Array.ts	fromNullishOr	0	other	stable	converting	4.0.0	false	NonNullable<A>[]						other				false								8439	checker
Array.ts	fromOption	0	other	stable	converting	2.0.0	false	Array<A>						other				false								493	syntactic
Array.ts	fromRecord	0	other	stable	converting	2.0.0	false	Array<[K, A]>						other				false								470	syntactic
Array.ts	get	0	other	stable	getters	2.0.0	true	Option.Option<A>						other				false								1698	syntactic
Array.ts	get	1	other	stable	getters	2.0.0	false	Option.Option<A>						other				false								1698	syntactic
Array.ts	getFailures	0	other	stable	filtering	4.0.0	false	Failure<Infer<T>>[]						other				false								7727	checker
Array.ts	getReadonlyReducerConcat	0	other	stable	folding	4.0.0	false	Reducer.Reducer<ReadonlyArray<A>>						other				false								10049	syntactic
Array.ts	getSomes	0	other	stable	filtering	2.0.0	false	Array<Option.Option.Value<ReadonlyArray.Infer<T>>>						other				false								7692	syntactic
Array.ts	getSuccesses	0	other	stable	filtering	4.0.0	false	Success<Infer<T>>[]						other				false								7763	checker
Array.ts	getUnsafe	0	other	stable	unsafe	4.0.0	true	A						other				false								1791	syntactic
Array.ts	getUnsafe	1	other	stable	unsafe	4.0.0	false	A						other				false								1791	syntactic
Array.ts	group	0	other	stable	grouping	2.0.0	false	NonEmptyArray<NonEmptyArray<A>>						other				false								6569	syntactic
Array.ts	groupBy	0	other	stable	grouping	2.0.0	true	Record.ReadonlyRecord.GroupByResult<K, NonEmptyArray<A>>						other				false								6613	syntactic
Array.ts	groupBy	1	other	stable	grouping	2.0.0	false	Record.ReadonlyRecord.GroupByResult<K, NonEmptyArray<A>>						other				false								6613	syntactic
Array.ts	groupWith	0	other	stable	grouping	2.0.0	true	NonEmptyArray<NonEmptyArray<A>>						other				false								6458	syntactic
Array.ts	groupWith	1	other	stable	grouping	2.0.0	false	NonEmptyArray<NonEmptyArray<A>>						other				false								6458	syntactic
Array.ts	head	0	other	stable	getters	2.0.0	false	Option.Option<A>						other				false								1942	syntactic
Array.ts	headNonEmpty	0	other	stable	getters	2.0.0	false	A						other				false								1966	syntactic
Array.ts	init	0	other	stable	getters	2.0.0	false	Option.Option<Array<A>>						other				false								2099	syntactic
Array.ts	initNonEmpty	0	other	stable	getters	2.0.0	false	A[]						other				false								2125	checker
Array.ts	insertAt	0	other	stable	transforming	2.0.0	true	Option.Option<NonEmptyArray<A | B>>						other				false								3905	syntactic
Array.ts	insertAt	1	other	stable	transforming	2.0.0	false	Option.Option<NonEmptyArray<A | B>>						other				false								3905	syntactic
Array.ts	intersection	0	other	stable	set operations	2.0.0	true	Array<A & B>						other				false								7085	syntactic
Array.ts	intersection	1	other	stable	set operations	2.0.0	false	Array<A & B>						other				false								7085	syntactic
Array.ts	intersectionWith	0	other	stable	set operations	2.0.0	false	{ (that: Iterable<A>): (self: Iterable<A>) => A[]; (self: Iterable<A>, that: Iterable<A>): A[]; }						other				false								7047	checker
Array.ts	intersperse	0	other	stable	transforming	2.0.0	true	ReadonlyArray.With<S, ReadonlyArray.Infer<S> | B>						other				false								4903	syntactic
Array.ts	intersperse	1	other	stable	transforming	2.0.0	false	NonEmptyArray<A | B>						other				false								4903	syntactic
Array.ts	intersperse	2	other	stable	transforming	2.0.0	false	Array<A | B>						other				false								4903	syntactic
Array.ts	isArray	0	other	stable	guards	2.0.0	false	self is Array<unknown>						other				false								1490	syntactic
Array.ts	isArray	1	other	stable	guards	2.0.0	false	self is Extract<T, ReadonlyArray<any>>						other				false								1490	syntactic
Array.ts	isArrayEmpty	0	other	stable	guards	4.0.0	false	boolean						other				false								1567	checker
Array.ts	isArrayNonEmpty	0	other	stable	guards	4.0.0	false	self is NonEmptyArray<A>						other				false								1613	syntactic
Array.ts	isOutOfBounds	0	other	stable			false	boolean						other				false								1663	syntactic
Array.ts	isReadonlyArrayEmpty	0	other	stable	guards	4.0.0	false	self is readonly []						other				false								1587	syntactic
Array.ts	isReadonlyArrayNonEmpty	0	other	stable	guards	4.0.0	false	self is NonEmptyReadonlyArray<A>						other				false								1639	syntactic
Array.ts	join	0	other	stable	folding	2.0.0	true	string						other				false								9434	syntactic
Array.ts	join	1	other	stable	folding	2.0.0	false	string						other				false								9434	syntactic
Array.ts	last	0	other	stable	getters	2.0.0	false	None<A> | Some<A>						other				false								1991	checker
Array.ts	lastNonEmpty	0	other	stable	getters	2.0.0	false	A						other				false								2016	checker
Array.ts	length	0	other	stable	getters	2.0.0	false	number						other				false								1660	checker
Array.ts	let	0	other	stable	mapping	3.2.0	true	{ [K in N | keyof A]: K extends keyof A ? A[K] : B; }[]						other				false								10036	checker
Array.ts	let	1	other	stable	mapping	3.2.0	false	{ [K in N | keyof A]: K extends keyof A ? A[K] : B; }[]						other				false								10036	checker
Array.ts	liftNullishOr	0	other	stable	lifting	4.0.0	false	(...a: A) => NonNullable<B>[]						other				false								8465	checker
Array.ts	liftOption	0	other	stable	lifting	2.0.0	false	(...a: A) => B[]						other				false								8410	checker
Array.ts	liftPredicate	0	other	stable	lifting	2.0.0	false	(a: A) => Array<B>						other				false								8356	syntactic
Array.ts	liftPredicate	1	other	stable	lifting	2.0.0	false	<B extends A>(b: B) => Array<B>						other				false								8356	syntactic
Array.ts	liftResult	0	other	stable	lifting	4.0.0	false	(...a: A) => B[]						other				false								8578	checker
Array.ts	make	0	other	stable	constructors	2.0.0	false	[Elements[number], ...Elements[number][]]						other				false								148	checker
Array.ts	makeBy	0	other	stable	constructors	2.0.0	false	(n: number) => NonEmptyArray<A>						other				false								205	syntactic
Array.ts	makeBy	1	other	stable	constructors	2.0.0	false	NonEmptyArray<A>						other				false								205	syntactic
Array.ts	makeEquivalence	0	other	stable	instances	4.0.0	false	Equivalence.Equivalence<ReadonlyArray<A>>						other				false								9058	syntactic
Array.ts	makeOrder	0	other	stable	instances	4.0.0	false	Order.Order<ReadonlyArray<A>>						other				false								9036	syntactic
Array.ts	makeReducerConcat	0	other	stable	folding	4.0.0	false	Reducer.Reducer<Array<A>>						other				false								10061	syntactic
Array.ts	map	0	other	stable	mapping	2.0.0	true	ReadonlyArray.With<S, B>						other				false								7458	syntactic
Array.ts	map	1	other	stable	mapping	2.0.0	false	ReadonlyArray.With<S, B>						other				false								7458	syntactic
Array.ts	mapAccum	0	other	stable	folding	2.0.0	true	[state: S, mappedArray: ReadonlyArray.With<I, B>]						other				false								9500	syntactic
Array.ts	mapAccum	1	other	stable	folding	2.0.0	false	[state: S, mappedArray: ReadonlyArray.With<I, B>]						other				false								9500	syntactic
Array.ts	match	0	other	stable	pattern matching	2.0.0	true	B | C						other				false								527	syntactic
Array.ts	match	1	other	stable	pattern matching	2.0.0	false	B | C						other				false								527	syntactic
Array.ts	matchLeft	0	other	stable	pattern matching	2.0.0	true	B | C						other				false								646	syntactic
Array.ts	matchLeft	1	other	stable	pattern matching	2.0.0	false	B | C						other				false								646	syntactic
Array.ts	matchRight	0	other	stable	pattern matching	2.0.0	true	B | C						other				false								767	syntactic
Array.ts	matchRight	1	other	stable	pattern matching	2.0.0	false	B | C						other				false								767	syntactic
Array.ts	max	0	other	stable	getters	2.0.0	true	A						other				false								8941	syntactic
Array.ts	max	1	other	stable	getters	2.0.0	false	A						other				false								8941	syntactic
Array.ts	min	0	other	stable	getters	2.0.0	true	A						other				false								8882	syntactic
Array.ts	min	1	other	stable	getters	2.0.0	false	A						other				false								8882	syntactic
Array.ts	modify	0	other	stable	transforming	2.0.0	true	Option.Option<ReadonlyArray.With<S, ReadonlyArray.Infer<S> | B>>						other				false								4090	syntactic
Array.ts	modify	1	other	stable	transforming	2.0.0	false	Option.Option<ReadonlyArray.With<S, ReadonlyArray.Infer<S> | B>>						other				false								4090	syntactic
Array.ts	modifyHeadNonEmpty	0	other	stable	transforming	4.0.0	true	NonEmptyArray<A | B>						other				false								5020	syntactic
Array.ts	modifyHeadNonEmpty	1	other	stable	transforming	4.0.0	false	NonEmptyArray<A | B>						other				false								5020	syntactic
Array.ts	modifyLastNonEmpty	0	other	stable	transforming	4.0.0	true	NonEmptyArray<A | B>						other				false								5172	syntactic
Array.ts	modifyLastNonEmpty	1	other	stable	transforming	4.0.0	false	NonEmptyArray<A | B>						other				false								5172	syntactic
Array.ts	of	0	other	stable	constructors	2.0.0	false	[A, ...A[]]						other				false								7312	checker
Array.ts	pad	0	other	stable	transforming	3.8.4	true	Array<A | T>						other				false								6137	syntactic
Array.ts	pad	1	other	stable	transforming	3.8.4	false	Array<A | T>						other				false								6137	syntactic
Array.ts	partition	0	other	stable	filtering	2.0.0	true	[excluded: Array<Fail>, satisfying: Array<Pass>]						other				false								8052	syntactic
Array.ts	partition	1	other	stable	filtering	2.0.0	false	[excluded: Array<Fail>, satisfying: Array<Pass>]						other				false								8052	syntactic
Array.ts	prepend	0	other	stable	combining	2.0.0	true	NonEmptyArray<A | B>						other				false								880	syntactic
Array.ts	prepend	1	other	stable	combining	2.0.0	false	NonEmptyArray<A | B>						other				false								880	syntactic
Array.ts	prependAll	0	other	stable	combining	2.0.0	true	ReadonlyArray.OrNonEmpty<S, T, ReadonlyArray.Infer<S> | ReadonlyArray.Infer<T>>						other				false								954	syntactic
Array.ts	prependAll	1	other	stable	combining	2.0.0	false	NonEmptyArray<A | B>						other				false								954	syntactic
Array.ts	prependAll	2	other	stable	combining	2.0.0	false	NonEmptyArray<A | B>						other				false								954	syntactic
Array.ts	prependAll	3	other	stable	combining	2.0.0	false	Array<A | B>						other				false								954	syntactic
Array.ts	range	0	other	stable	constructors	2.0.0	false	[number, ...number[]]						other				false								296	checker
Array.ts	reduce	0	other	stable	folding	2.0.0	true	B						other				false								8193	syntactic
Array.ts	reduce	1	other	stable	folding	2.0.0	false	B						other				false								8193	syntactic
Array.ts	reduceRight	0	other	stable	folding	2.0.0	true	B						other				false								8277	syntactic
Array.ts	reduceRight	1	other	stable	folding	2.0.0	false	B						other				false								8277	syntactic
Array.ts	remove	0	other	stable	transforming	2.0.0	true	Array<A>						other				false								4193	syntactic
Array.ts	remove	1	other	stable	transforming	2.0.0	false	Array<A>						other				false								4193	syntactic
Array.ts	replace	0	other	stable	transforming	2.0.0	true	Option.Option<ReadonlyArray.With<S, ReadonlyArray.Infer<S> | B>>						other				false								3996	syntactic
Array.ts	replace	1	other	stable	transforming	2.0.0	false	Option.Option<ReadonlyArray.With<S, ReadonlyArray.Infer<S> | B>>						other				false								3996	syntactic
Array.ts	replicate	0	other	stable	constructors	2.0.0	false	<A>(a: A) => NonEmptyArray<A>						other				false								325	syntactic
Array.ts	replicate	1	other	stable	constructors	2.0.0	false	NonEmptyArray<A>						other				false								325	syntactic
Array.ts	reverse	0	other	stable	transforming	2.0.0	false	S extends readonly [infer A, ...(infer A)[]] ? [A, ...A[]] : S extends Iterable<infer A> ? A[] : never						other				false								4277	checker
Array.ts	rotate	0	other	stable	transforming	2.0.0	true	ReadonlyArray.With<S, ReadonlyArray.Infer<S>>						other				false								5330	syntactic
Array.ts	rotate	1	other	stable	transforming	2.0.0	false	NonEmptyArray<A>						other				false								5330	syntactic
Array.ts	rotate	2	other	stable	transforming	2.0.0	false	Array<A>						other				false								5330	syntactic
Array.ts	scan	0	other	stable	folding	2.0.0	true	NonEmptyArray<B>						other				false								1302	syntactic
Array.ts	scan	1	other	stable	folding	2.0.0	false	NonEmptyArray<B>						other				false								1302	syntactic
Array.ts	scanRight	0	other	stable	folding	2.0.0	true	NonEmptyArray<B>						other				false								1396	syntactic
Array.ts	scanRight	1	other	stable	folding	2.0.0	false	NonEmptyArray<B>						other				false								1396	syntactic
Array.ts	separate	0	other	stable	filtering	2.0.0	false	[ failures: Array<Result.Result.Failure<ReadonlyArray.Infer<T>>>, successes: Array<Result.Result.Success<ReadonlyArray.Infer<T>>> ]						other				false								8161	syntactic
Array.ts	setHeadNonEmpty	0	other	stable	transforming	4.0.0	true	NonEmptyArray<A | B>						other				false								5097	syntactic
Array.ts	setHeadNonEmpty	1	other	stable	transforming	4.0.0	false	NonEmptyArray<A | B>						other				false								5097	syntactic
Array.ts	setLastNonEmpty	0	other	stable	transforming	4.0.0	true	NonEmptyArray<A | B>						other				false								5249	syntactic
Array.ts	setLastNonEmpty	1	other	stable	transforming	4.0.0	false	NonEmptyArray<A | B>						other				false								5249	syntactic
Array.ts	some	0	other	stable	guards	2.0.0	true	self is NonEmptyReadonlyArray<A>						other				false								8731	syntactic
Array.ts	some	1	other	stable	guards	2.0.0	false	self is NonEmptyReadonlyArray<A>						other				false								8731	syntactic
Array.ts	sort	0	other	stable	sorting	2.0.0	true	ReadonlyArray.With<S, ReadonlyArray.Infer<S>>						other				false								4308	syntactic
Array.ts	sort	1	other	stable	sorting	2.0.0	false	NonEmptyArray<A>						other				false								4308	syntactic
Array.ts	sort	2	other	stable	sorting	2.0.0	false	Array<A>						other				false								4308	syntactic
Array.ts	sortBy	0	other	stable	sorting	2.0.0	true	S extends readonly [infer A, ...(infer A)[]] ? [A, ...A[]] : S extends Iterable<infer A> ? A[] : never						other				false								4556	checker
Array.ts	sortWith	0	other	stable	sorting	2.0.0	true	ReadonlyArray.With<S, ReadonlyArray.Infer<S>>						other				false								4423	syntactic
Array.ts	sortWith	1	other	stable	sorting	2.0.0	false	NonEmptyArray<A>						other				false								4423	syntactic
Array.ts	sortWith	2	other	stable	sorting	2.0.0	false	Array<A>						other				false								4423	syntactic
Array.ts	span	0	other	stable	splitting	2.0.0	true	[init: Array<B>, rest: Array<Exclude<A, B>>]						other				false								2578	syntactic
Array.ts	span	1	other	stable	splitting	2.0.0	true	[init: Array<A>, rest: Array<A>]						other				false								2578	syntactic
Array.ts	span	2	other	stable	splitting	2.0.0	false	[init: Array<B>, rest: Array<Exclude<A, B>>]						other				false								2578	syntactic
Array.ts	span	3	other	stable	splitting	2.0.0	false	[init: Array<A>, rest: Array<A>]						other				false								2578	syntactic
Array.ts	split	0	other	stable	splitting	2.0.0	true	Array<Array<A>>						other				false								5882	syntactic
Array.ts	split	1	other	stable	splitting	2.0.0	false	Array<Array<A>>						other				false								5882	syntactic
Array.ts	splitAt	0	other	stable	splitting	2.0.0	true	[beforeIndex: Array<A>, fromIndex: Array<A>]						other				false								5715	syntactic
Array.ts	splitAt	1	other	stable	splitting	2.0.0	false	[beforeIndex: Array<A>, fromIndex: Array<A>]						other				false								5715	syntactic
Array.ts	splitAtNonEmpty	0	other	stable	splitting	4.0.0	true	[beforeIndex: NonEmptyArray<A>, fromIndex: Array<A>]						other				false								5804	syntactic
Array.ts	splitAtNonEmpty	1	other	stable	splitting	4.0.0	false	[beforeIndex: NonEmptyArray<A>, fromIndex: Array<A>]						other				false								5804	syntactic
Array.ts	splitWhere	0	other	stable	splitting	2.0.0	true	[beforeMatch: Array<A>, fromMatch: Array<A>]						other				false								5961	syntactic
Array.ts	splitWhere	1	other	stable	splitting	2.0.0	false	[beforeMatch: Array<A>, fromMatch: Array<A>]						other				false								5961	syntactic
Array.ts	tail	0	other	stable	getters	2.0.0	false	Option.Option<Array<A>>						other				false								2044	syntactic
Array.ts	tailNonEmpty	0	other	stable	getters	2.0.0	false	A[]						other				false								2070	checker
Array.ts	take	0	other	stable	getters	2.0.0	true	Array<A>						other				false								2153	syntactic
Array.ts	take	1	other	stable	getters	2.0.0	false	Array<A>						other				false								2153	syntactic
Array.ts	takeRight	0	other	stable	getters	2.0.0	true	Array<A>						other				false								2238	syntactic
Array.ts	takeRight	1	other	stable	getters	2.0.0	false	Array<A>						other				false								2238	syntactic
Array.ts	takeWhile	0	other	stable	getters	2.0.0	true	Array<B>						other				false								2326	syntactic
Array.ts	takeWhile	1	other	stable	getters	2.0.0	true	Array<A>						other				false								2326	syntactic
Array.ts	takeWhile	2	other	stable	getters	2.0.0	false	Array<B>						other				false								2326	syntactic
Array.ts	takeWhile	3	other	stable	getters	2.0.0	false	Array<A>						other				false								2326	syntactic
Array.ts	takeWhileFilter	0	other	stable	getters	4.0.0	true	Array<B>						other				false								2479	syntactic
Array.ts	takeWhileFilter	1	other	stable	getters	4.0.0	false	Array<B>						other				false								2479	syntactic
Array.ts	unappend	0	other	stable	splitting	2.0.0	false	[arrayWithoutLastElement: A[], lastElement: A]						other				false								1915	checker
Array.ts	unfold	0	other	stable	constructors	2.0.0	false	A[]						other				false								9001	checker
Array.ts	union	0	other	stable	set operations	2.0.0	true	ReadonlyArray.OrNonEmpty<S, T, ReadonlyArray.Infer<S> | ReadonlyArray.Infer<T>>						other				false								6924	syntactic
Array.ts	union	1	other	stable	set operations	2.0.0	false	NonEmptyArray<A | B>						other				false								6924	syntactic
Array.ts	union	2	other	stable	set operations	2.0.0	false	NonEmptyArray<A | B>						other				false								6924	syntactic
Array.ts	union	3	other	stable	set operations	2.0.0	false	Array<A | B>						other				false								6924	syntactic
Array.ts	unionWith	0	other	stable	set operations	2.0.0	true	ReadonlyArray.OrNonEmpty<S, T, ReadonlyArray.Infer<S> | ReadonlyArray.Infer<T>>						other				false								6776	syntactic
Array.ts	unionWith	1	other	stable	set operations	2.0.0	false	NonEmptyArray<A | B>						other				false								6776	syntactic
Array.ts	unionWith	2	other	stable	set operations	2.0.0	false	NonEmptyArray<A | B>						other				false								6776	syntactic
Array.ts	unionWith	3	other	stable	set operations	2.0.0	false	Array<A | B>						other				false								6776	syntactic
Array.ts	unprepend	0	other	stable	splitting	2.0.0	false	[firstElement: A, remainingElements: A[]]						other				false								1883	checker
