int_lt	-1
int_gt	1
int_eq	0
int_min_max	-1
bool	-1
unit	0
char	-1
string	-1
string_high	1
float	-1
float_neg0	0
tuple	-1
tuple_first	1
list	-1
list_len	-1
option_none_some	-1
option_some	-1
ctor_imm_blk	-1
ctor_blk_blk	-1
ctor_same	-1
int64	-1
int32	-1
nativeint	-1
array	-1
float_array	-1
nested	-1
eq_tuple	true
phys_tuple	true
eq_list	true
eq_nested	true
eq_int64	true
eq_float_array	true
cmp_int64_vs_int64_neg	-1
hash_int_0	129913994
hash_int_1	883721435
hash_int_max	952257787
hash_int_2p31	911466517
hash_string	767105082
hash_string_utf8	179461141
hash_float	819188451
hash_neg0	256347020
hash_zero	256347020
hash_tuple	973911938
hash_list	794519639
hash_int64	883721435
hash_unit	129913994
hash_true	883721435
hash_none	129913994
